prot1,prot2,int_prob,model_label,ppi,is_homo,non_struct_label,str_label,nonstr_label_name,str_label_name
P28340,Q9Y6Z7,0.0137895243242383,0,P28340:Q9Y6Z7,False,0,-1,non-interacting pairs,not found in same PDB complex
P28360,Q92917,0.0559690855443477,0,P28360:Q92917,False,0,-1,non-interacting pairs,not found in same PDB complex
P28472,Q16613,0.390264630317688,0,P28472:Q16613,False,0,-1,non-interacting pairs,not found in same PDB complex
P28472,Q8WUW1,0.4077085554599762,0,P28472:Q8WUW1,False,0,-1,non-interacting pairs,not found in same PDB complex
P28566,P34897,0.0320056676864624,0,P28566:P34897,False,0,-1,non-interacting pairs,not found in same PDB complex
P28749,P52306,0.3105022311210632,0,P28749:P52306,False,0,-1,non-interacting pairs,not found in same PDB complex
P28749,Q8NG41,0.1691654324531555,0,P28749:Q8NG41,False,0,-1,non-interacting pairs,not found in same PDB complex
P28906,Q9Y2Q5,0.0932916328310966,0,P28906:Q9Y2Q5,False,0,-1,non-interacting pairs,not found in same PDB complex
P29017,Q5JS54,0.4990244507789612,0,P29017:Q5JS54,False,0,-1,non-interacting pairs,not found in same PDB complex
P29084,Q00G26,0.6931647062301636,1,P29084:Q00G26,False,0,-1,non-interacting pairs,not found in same PDB complex
P29084,Q8NG80,0.0786270648241043,0,P29084:Q8NG80,False,0,-1,non-interacting pairs,not found in same PDB complex
P29084,Q9BYE4,2.655675598361995e-05,0,P29084:Q9BYE4,False,0,-1,non-interacting pairs,not found in same PDB complex
P29084,Q9UQC9,0.5783860087394714,1,P29084:Q9UQC9,False,0,-1,non-interacting pairs,not found in same PDB complex
P29279,P62701,0.0506256446242332,0,P29279:P62701,False,0,-1,non-interacting pairs,not found in same PDB complex
P29371,P82980,9.347960440209135e-05,0,P29371:P82980,False,0,-1,non-interacting pairs,not found in same PDB complex
P29372,Q53FZ2,0.499767392873764,0,P29372:Q53FZ2,False,0,-1,non-interacting pairs,not found in same PDB complex
P29372,Q6NW40,0.0160290542989969,0,P29372:Q6NW40,False,0,-1,non-interacting pairs,not found in same PDB complex
P29372,Q8N807,0.1999973356723785,0,P29372:Q8N807,False,0,-1,non-interacting pairs,not found in same PDB complex
P29372,Q96EK9,0.3151879012584686,0,P29372:Q96EK9,False,0,-1,non-interacting pairs,not found in same PDB complex
P29372,Q9BQ75,0.1348082870244979,0,P29372:Q9BQ75,False,0,-1,non-interacting pairs,not found in same PDB complex
P29372,Q9HCX3,0.1999628990888595,0,P29372:Q9HCX3,False,0,-1,non-interacting pairs,not found in same PDB complex
P29372,Q9UPN6,0.0187506694346666,0,P29372:Q9UPN6,False,0,-1,non-interacting pairs,not found in same PDB complex
P29373,P30532,0.2853987216949463,0,P29373:P30532,False,0,-1,non-interacting pairs,not found in same PDB complex
P29373,P35914,0.4991487562656402,0,P29373:P35914,False,0,-1,non-interacting pairs,not found in same PDB complex
P29373,Q5T5C0,0.2481418848037719,0,P29373:Q5T5C0,False,0,-1,non-interacting pairs,not found in same PDB complex
P29373,Q5XX13,0.05311856046319,0,P29373:Q5XX13,False,0,-1,non-interacting pairs,not found in same PDB complex
P29373,Q8NHW4,0.4969348013401031,0,P29373:Q8NHW4,False,0,-1,non-interacting pairs,not found in same PDB complex
P29373,Q8TD30,0.4994643330574035,0,P29373:Q8TD30,False,0,-1,non-interacting pairs,not found in same PDB complex
P29373,Q96K19,0.4989098310470581,0,P29373:Q96K19,False,0,-1,non-interacting pairs,not found in same PDB complex
P29373,Q9BXC0,0.4991894662380218,0,P29373:Q9BXC0,False,0,-1,non-interacting pairs,not found in same PDB complex
P29374,P54136,0.2160016000270843,0,P29374:P54136,False,0,-1,non-interacting pairs,not found in same PDB complex
P29374,Q6ZRR5,0.0109630553051829,0,P29374:Q6ZRR5,False,0,-1,non-interacting pairs,not found in same PDB complex
P29375,Q5JTJ3,0.1012513861060142,0,P29375:Q5JTJ3,False,0,-1,non-interacting pairs,not found in same PDB complex
P29375,Q5XG85,0.2545861005783081,0,P29375:Q5XG85,False,0,-1,non-interacting pairs,not found in same PDB complex
P29376,Q01718,0.0553418770432472,0,P29376:Q01718,False,0,-1,non-interacting pairs,not found in same PDB complex
P29803,P40616,0.1454728990793228,0,P29803:P40616,False,0,-1,non-interacting pairs,not found in same PDB complex
P29972,Q13158,0.0531965605914592,0,P29972:Q13158,False,0,-1,non-interacting pairs,not found in same PDB complex
P30085,Q9NY12,0.0001638437825022,0,P30085:Q9NY12,False,0,-1,non-interacting pairs,not found in same PDB complex
P30153,Q86YW0,0.6670717597007751,1,P30153:Q86YW0,False,0,-1,non-interacting pairs,not found in same PDB complex
P30153,Q9NUG4,0.0284337252378463,0,P30153:Q9NUG4,False,0,-1,non-interacting pairs,not found in same PDB complex
P30153,Q9Y223,0.2367203831672668,0,P30153:Q9Y223,False,0,-1,non-interacting pairs,not found in same PDB complex
P30260,Q96J02,0.2142819613218307,0,P30260:Q96J02,False,0,-1,non-interacting pairs,not found in same PDB complex
P30281,Q6ICH7,0.0629808753728866,0,P30281:Q6ICH7,False,0,-1,non-interacting pairs,not found in same PDB complex
P30281,Q7Z6G3,0.167276844382286,0,P30281:Q7Z6G3,False,0,-1,non-interacting pairs,not found in same PDB complex
P30281,Q8TAL5,0.4996883869171142,0,P30281:Q8TAL5,False,0,-1,non-interacting pairs,not found in same PDB complex
P30281,Q9BXI3,0.4996105432510376,0,P30281:Q9BXI3,False,0,-1,non-interacting pairs,not found in same PDB complex
P30405,Q5T2W1,0.3545902073383331,0,P30405:Q5T2W1,False,0,-1,non-interacting pairs,not found in same PDB complex
P30405,Q9Y376,0.1000277623534202,0,P30405:Q9Y376,False,0,-1,non-interacting pairs,not found in same PDB complex
P30408,P54619,0.1003194823861122,0,P30408:P54619,False,0,-1,non-interacting pairs,not found in same PDB complex
P30518,P49458,0.1675792783498764,0,P30518:P49458,False,0,-1,non-interacting pairs,not found in same PDB complex
P30518,Q4KMZ1,0.0678139477968216,0,P30518:Q4KMZ1,False,0,-1,non-interacting pairs,not found in same PDB complex
P30518,Q7Z6M2,0.2499682009220123,0,P30518:Q7Z6M2,False,0,-1,non-interacting pairs,not found in same PDB complex
P30519,Q15906,0.2499708384275436,0,P30519:Q15906,False,0,-1,non-interacting pairs,not found in same PDB complex
P30520,P61758,0.4995448589324951,0,P30520:P61758,False,0,-1,non-interacting pairs,not found in same PDB complex
P30566,Q71DI3,0.1129229441285133,0,P30566:Q71DI3,False,0,-1,non-interacting pairs,not found in same PDB complex
P30874,P40227,0.0366508588194847,0,P30874:P40227,False,0,-1,non-interacting pairs,not found in same PDB complex
P30876,Q8NGC1,0.0053300810977816,0,P30876:Q8NGC1,False,0,-1,non-interacting pairs,not found in same PDB complex
P30876,Q9UI14,0.1076713502407074,0,P30876:Q9UI14,False,0,-1,non-interacting pairs,not found in same PDB complex
P30876,Q9UQF2,0.0414886660873889,0,P30876:Q9UQF2,False,0,-1,non-interacting pairs,not found in same PDB complex
P30954,Q9Y577,0.1251106411218643,0,P30954:Q9Y577,False,0,-1,non-interacting pairs,not found in same PDB complex
P30988,Q9Y570,0.1677198261022567,0,P30988:Q9Y570,False,0,-1,non-interacting pairs,not found in same PDB complex
P31040,Q9P0K1,0.1257152557373047,0,P31040:Q9P0K1,False,0,-1,non-interacting pairs,not found in same PDB complex
P31153,P58005,0.3331992924213409,0,P31153:P58005,False,0,-1,non-interacting pairs,not found in same PDB complex
P31153,P81277,0.4988479614257812,0,P31153:P81277,False,0,-1,non-interacting pairs,not found in same PDB complex
P31153,Q4ADV7,0.0564765520393848,0,P31153:Q4ADV7,False,0,-1,non-interacting pairs,not found in same PDB complex
P31153,Q9UL15,0.1430202424526214,0,P31153:Q9UL15,False,0,-1,non-interacting pairs,not found in same PDB complex
P31260,Q93015,0.1038264855742454,0,P31260:Q93015,False,0,-1,non-interacting pairs,not found in same PDB complex
P31483,Q6P587,0.0953734815120697,0,P31483:Q6P587,False,0,-1,non-interacting pairs,not found in same PDB complex
P31749,Q99496,0.7450383305549622,1,P31749:Q99496,False,0,-1,non-interacting pairs,not found in same PDB complex
P31785,Q15406,0.0532103143632411,0,P31785:Q15406,False,0,-1,non-interacting pairs,not found in same PDB complex
P31942,Q06265,0.1446044892072677,0,P31942:Q06265,False,0,-1,non-interacting pairs,not found in same PDB complex
P31947,P55895,0.2499432265758514,0,P31947:P55895,False,0,-1,non-interacting pairs,not found in same PDB complex
P31947,P62879,0.125903382897377,0,P31947:P62879,False,0,-1,non-interacting pairs,not found in same PDB complex
P31947,P80162,0.4986131489276886,0,P31947:P80162,False,0,-1,non-interacting pairs,not found in same PDB complex
P31947,Q5VTQ0,0.4692074656486511,0,P31947:Q5VTQ0,False,0,-1,non-interacting pairs,not found in same PDB complex
P31947,Q6NXT1,0.1686480641365051,0,P31947:Q6NXT1,False,0,-1,non-interacting pairs,not found in same PDB complex
P31947,Q9H0B3,0.0924026295542717,0,P31947:Q9H0B3,False,0,-1,non-interacting pairs,not found in same PDB complex
P31947,Q9NZD4,0.287520170211792,0,P31947:Q9NZD4,False,0,-1,non-interacting pairs,not found in same PDB complex
P31948,Q13613,0.33355513215065,0,P31948:Q13613,False,0,-1,non-interacting pairs,not found in same PDB complex
P32004,P46779,0.011969138868153,0,P32004:P46779,False,0,-1,non-interacting pairs,not found in same PDB complex
P32238,Q96GJ1,0.0252549145370721,0,P32238:Q96GJ1,False,0,-1,non-interacting pairs,not found in same PDB complex
P32238,Q9BXB7,0.0110368411988019,0,P32238:Q9BXB7,False,0,-1,non-interacting pairs,not found in same PDB complex
P32242,P47813,0.0519238598644733,0,P32242:P47813,False,0,-1,non-interacting pairs,not found in same PDB complex
P32246,Q16348,0.0206312071532011,0,P32246:Q16348,False,0,-1,non-interacting pairs,not found in same PDB complex
P32249,Q5VZV1,0.2499368637800216,0,P32249:Q5VZV1,False,0,-1,non-interacting pairs,not found in same PDB complex
P32456,Q9Y3C7,0.3329847157001495,0,P32456:Q9Y3C7,False,0,-1,non-interacting pairs,not found in same PDB complex
P32780,Q6P4Q7,0.3691847324371338,0,P32780:Q6P4Q7,False,0,-1,non-interacting pairs,not found in same PDB complex
P32780,Q9NP78,0.2828941643238067,0,P32780:Q9NP78,False,0,-1,non-interacting pairs,not found in same PDB complex
P32780,Q9NZK5,0.5998539328575134,1,P32780:Q9NZK5,False,0,-1,non-interacting pairs,not found in same PDB complex
P32780,Q9UBL3,0.7324091792106628,1,P32780:Q9UBL3,False,0,-1,non-interacting pairs,not found in same PDB complex
P32927,Q5SQ80,0.0095440838485956,0,P32927:Q5SQ80,False,0,-1,non-interacting pairs,not found in same PDB complex
P32927,Q92541,0.0025905382353812,0,P32927:Q92541,False,0,-1,non-interacting pairs,not found in same PDB complex
P32927,Q9BS26,0.0831960588693618,0,P32927:Q9BS26,False,0,-1,non-interacting pairs,not found in same PDB complex
P32927,Q9Y6P5,0.0473527759313583,0,P32927:Q9Y6P5,False,0,-1,non-interacting pairs,not found in same PDB complex
P33151,Q71UI9,0.0966331660747528,0,P33151:Q71UI9,False,0,-1,non-interacting pairs,not found in same PDB complex
P33316,Q9UNA4,0.4203947484493255,0,P33316:Q9UNA4,False,0,-1,non-interacting pairs,not found in same PDB complex
P33402,Q5T2W1,0.0277662724256515,0,P33402:Q5T2W1,False,0,-1,non-interacting pairs,not found in same PDB complex
P33402,Q96PE7,0.2527554035186767,0,P33402:Q96PE7,False,0,-1,non-interacting pairs,not found in same PDB complex
P33402,Q9BPX6,0.0910814926028251,0,P33402:Q9BPX6,False,0,-1,non-interacting pairs,not found in same PDB complex
P33681,Q08708,0.8281003832817078,1,P33681:Q08708,False,0,-1,non-interacting pairs,not found in same PDB complex
P33681,Q13489,0.153047889471054,0,P33681:Q13489,False,0,-1,non-interacting pairs,not found in same PDB complex
P33681,Q96MH6,0.4995616674423218,0,P33681:Q96MH6,False,0,-1,non-interacting pairs,not found in same PDB complex
P33981,P42677,0.1893102079629898,0,P33981:P42677,False,0,-1,non-interacting pairs,not found in same PDB complex
P33991,P80162,0.2231594622135162,0,P33991:P80162,False,0,-1,non-interacting pairs,not found in same PDB complex
P33991,Q9H341,0.0160386767238378,0,P33991:Q9H341,False,0,-1,non-interacting pairs,not found in same PDB complex
P33993,Q13291,0.0473152324557304,0,P33993:Q13291,False,0,-1,non-interacting pairs,not found in same PDB complex
P34096,Q9BUE0,0.105237603187561,0,P34096:Q9BUE0,False,0,-1,non-interacting pairs,not found in same PDB complex
P34741,P54710,0.0279862936586141,0,P34741:P54710,False,0,-1,non-interacting pairs,not found in same PDB complex
P34741,Q8NAT1,0.1114238500595092,0,P34741:Q8NAT1,False,0,-1,non-interacting pairs,not found in same PDB complex
P34741,Q8TAE6,0.4988213777542114,0,P34741:Q8TAE6,False,0,-1,non-interacting pairs,not found in same PDB complex
P34741,Q9ULH4,0.1140845715999603,0,P34741:Q9ULH4,False,0,-1,non-interacting pairs,not found in same PDB complex
P34820,Q13564,0.1786909103393554,0,P34820:Q13564,False,0,-1,non-interacting pairs,not found in same PDB complex
P34820,Q6P4F2,0.1674111485481262,0,P34820:Q6P4F2,False,0,-1,non-interacting pairs,not found in same PDB complex
P34897,P35270,0.166922315955162,0,P34897:P35270,False,0,-1,non-interacting pairs,not found in same PDB complex
P34897,Q92903,0.2926794588565826,0,P34897:Q92903,False,0,-1,non-interacting pairs,not found in same PDB complex
P34897,Q9P0K9,0.0484348908066749,0,P34897:Q9P0K9,False,0,-1,non-interacting pairs,not found in same PDB complex
P34903,P35249,0.0558919087052345,0,P34903:P35249,False,0,-1,non-interacting pairs,not found in same PDB complex
P34972,P49746,0.1339276582002639,0,P34972:P49746,False,0,-1,non-interacting pairs,not found in same PDB complex
P34972,Q6ZNB6,0.0148754362016916,0,P34972:Q6ZNB6,False,0,-1,non-interacting pairs,not found in same PDB complex
P34972,Q9NZR1,0.0224801525473594,0,P34972:Q9NZR1,False,0,-1,non-interacting pairs,not found in same PDB complex
P34998,Q15393,0.0363104417920112,0,P34998:Q15393,False,0,-1,non-interacting pairs,not found in same PDB complex
P34998,Q96FC9,0.0509050227701664,0,P34998:Q96FC9,False,0,-1,non-interacting pairs,not found in same PDB complex
P34998,Q9HAQ2,0.0447299070656299,0,P34998:Q9HAQ2,False,0,-1,non-interacting pairs,not found in same PDB complex
P35222,Q5DX21,0.1775010377168655,0,P35222:Q5DX21,False,0,-1,non-interacting pairs,not found in same PDB complex
P35222,Q8TDB6,0.088588111102581,0,P35222:Q8TDB6,False,0,-1,non-interacting pairs,not found in same PDB complex
P35222,Q96PH6,0.2519995868206024,0,P35222:Q96PH6,False,0,-1,non-interacting pairs,not found in same PDB complex
P35226,Q15125,0.1198544055223465,0,P35226:Q15125,False,0,-1,non-interacting pairs,not found in same PDB complex
P35228,P62280,0.1182999461889267,0,P35228:P62280,False,0,-1,non-interacting pairs,not found in same PDB complex
P35232,Q9Y535,0.6954012513160706,1,P35232:Q9Y535,False,0,-1,non-interacting pairs,not found in same PDB complex
P35249,Q15459,0.4346346855163574,0,P35249:Q15459,False,0,-1,non-interacting pairs,not found in same PDB complex
P35249,Q9P2N7,0.3630831837654114,0,P35249:Q9P2N7,False,0,-1,non-interacting pairs,not found in same PDB complex
P35250,Q9UI38,0.7486783266067505,1,P35250:Q9UI38,False,0,-1,non-interacting pairs,not found in same PDB complex
P35269,Q16348,0.0090970685705542,0,P35269:Q16348,False,0,-1,non-interacting pairs,not found in same PDB complex
P35269,Q7Z418,0.0071131521835923,0,P35269:Q7Z418,False,0,-1,non-interacting pairs,not found in same PDB complex
P35269,Q8N271,0.0043171476572752,0,P35269:Q8N271,False,0,-1,non-interacting pairs,not found in same PDB complex
P35270,Q5STR5,0.3322175741195678,0,P35270:Q5STR5,False,0,-1,non-interacting pairs,not found in same PDB complex
P35270,Q8IWT0,0.4990686178207397,0,P35270:Q8IWT0,False,0,-1,non-interacting pairs,not found in same PDB complex
P35318,Q13324,0.7015093564987183,1,P35318:Q13324,False,0,-1,non-interacting pairs,not found in same PDB complex
P35346,Q8IXH7,0.0246573947370052,0,P35346:Q8IXH7,False,0,-1,non-interacting pairs,not found in same PDB complex
P35348,P53004,0.4997062683105469,0,P35348:P53004,False,0,-1,non-interacting pairs,not found in same PDB complex
P35408,Q15185,0.2265316694974899,0,P35408:Q15185,False,0,-1,non-interacting pairs,not found in same PDB complex
P35453,Q9UBB5,0.1038132235407829,0,P35453:Q9UBB5,False,0,-1,non-interacting pairs,not found in same PDB complex
P35462,Q9Y2W6,0.0170013066381216,0,P35462:Q9Y2W6,False,0,-1,non-interacting pairs,not found in same PDB complex
P35542,Q00597,0.0603616796433925,0,P35542:Q00597,False,0,-1,non-interacting pairs,not found in same PDB complex
P35611,Q13330,0.1074753925204277,0,P35611:Q13330,False,0,-1,non-interacting pairs,not found in same PDB complex
P35858,P62258,0.3334225714206695,0,P35858:P62258,False,0,-1,non-interacting pairs,not found in same PDB complex
P35998,P63000,0.6931117177009583,1,P35998:P63000,False,0,-1,non-interacting pairs,not found in same PDB complex
P35998,Q49AH0,0.4995004534721374,0,P35998:Q49AH0,False,0,-1,non-interacting pairs,not found in same PDB complex
P35998,Q8IZU9,0.0556433983147144,0,P35998:Q8IZU9,False,0,-1,non-interacting pairs,not found in same PDB complex
P35998,Q8TB96,0.0528988130390644,0,P35998:Q8TB96,False,0,-1,non-interacting pairs,not found in same PDB complex
P35998,Q99755,0.3817779421806335,0,P35998:Q99755,False,0,-1,non-interacting pairs,not found in same PDB complex
P35998,Q9BT04,0.3351521790027618,0,P35998:Q9BT04,False,0,-1,non-interacting pairs,not found in same PDB complex
P36383,Q6UWE0,0.0495961867272853,0,P36383:Q6UWE0,False,0,-1,non-interacting pairs,not found in same PDB complex
P36404,Q15019,0.6823347806930542,1,P36404:Q15019,False,0,-1,non-interacting pairs,not found in same PDB complex
P36405,Q16795,0.4615953862667084,0,P36405:Q16795,False,0,-1,non-interacting pairs,not found in same PDB complex
P36543,Q9H270,0.4827890992164612,0,P36543:Q9H270,False,0,-1,non-interacting pairs,not found in same PDB complex
P36578,Q6P1M3,0.5765950083732605,1,P36578:Q6P1M3,False,0,-1,non-interacting pairs,not found in same PDB complex
P36578,Q9BZ95,0.1909651458263397,0,P36578:Q9BZ95,False,0,-1,non-interacting pairs,not found in same PDB complex
P36578,Q9UC07,0.034752033650875,0,P36578:Q9UC07,False,0,-1,non-interacting pairs,not found in same PDB complex
P36639,Q15528,0.4987775683403015,0,P36639:Q15528,False,0,-1,non-interacting pairs,not found in same PDB complex
P36941,P48595,0.0333173759281635,0,P36941:P48595,False,0,-1,non-interacting pairs,not found in same PDB complex
P36941,Q6PD62,0.0087763611227273,0,P36941:Q6PD62,False,0,-1,non-interacting pairs,not found in same PDB complex
P36941,Q9C026,0.2335495054721832,0,P36941:Q9C026,False,0,-1,non-interacting pairs,not found in same PDB complex
P36941,Q9HCU5,0.2499314695596695,0,P36941:Q9HCU5,False,0,-1,non-interacting pairs,not found in same PDB complex
P36941,Q9NUM4,0.082571655511856,0,P36941:Q9NUM4,False,0,-1,non-interacting pairs,not found in same PDB complex
P36959,Q9Y6G3,0.4991895258426666,0,P36959:Q9Y6G3,False,0,-1,non-interacting pairs,not found in same PDB complex
P37173,Q13685,0.3966143727302551,0,P37173:Q13685,False,0,-1,non-interacting pairs,not found in same PDB complex
P37173,Q8N2H4,0.0601674392819404,0,P37173:Q8N2H4,False,0,-1,non-interacting pairs,not found in same PDB complex
P37173,Q8NDX2,0.0081366263329982,0,P37173:Q8NDX2,False,0,-1,non-interacting pairs,not found in same PDB complex
P37173,Q96KM6,0.1817227452993393,0,P37173:Q96KM6,False,0,-1,non-interacting pairs,not found in same PDB complex
P37173,Q9H320,0.4996391534805298,0,P37173:Q9H320,False,0,-1,non-interacting pairs,not found in same PDB complex
P37231,Q14520,0.117104023694992,0,P37231:Q14520,False,0,-1,non-interacting pairs,not found in same PDB complex
P37231,Q6UXG8,0.0335615240037441,0,P37231:Q6UXG8,False,0,-1,non-interacting pairs,not found in same PDB complex
P37231,Q8N782,0.0125924544408917,0,P37231:Q8N782,False,0,-1,non-interacting pairs,not found in same PDB complex
P37231,Q8N7M2,0.0124775636941194,0,P37231:Q8N7M2,False,0,-1,non-interacting pairs,not found in same PDB complex
P37231,Q92610,0.4578026533126831,0,P37231:Q92610,False,0,-1,non-interacting pairs,not found in same PDB complex
P37231,Q9Y5L4,0.1189932599663734,0,P37231:Q9Y5L4,False,0,-1,non-interacting pairs,not found in same PDB complex
P37840,P46783,0.0053408439271152,0,P37840:P46783,False,0,-1,non-interacting pairs,not found in same PDB complex
P38405,Q96DV4,0.0298271495848894,0,P38405:Q96DV4,False,0,-1,non-interacting pairs,not found in same PDB complex
P38435,Q9UQB8,0.0253991484642028,0,P38435:Q9UQB8,False,0,-1,non-interacting pairs,not found in same PDB complex
P38484,Q9Y5A7,0.0128878904506564,0,P38484:Q9Y5A7,False,0,-1,non-interacting pairs,not found in same PDB complex
P38571,Q14596,0.0081409979611635,0,P38571:Q14596,False,0,-1,non-interacting pairs,not found in same PDB complex
P39019,Q63HQ0,0.2805032730102539,0,P39019:Q63HQ0,False,0,-1,non-interacting pairs,not found in same PDB complex
P39019,Q96A58,3.880127042066306e-05,0,P39019:Q96A58,False,0,-1,non-interacting pairs,not found in same PDB complex
P39019,Q9NUU6,0.0825138613581657,0,P39019:Q9NUU6,False,0,-1,non-interacting pairs,not found in same PDB complex
P39023,Q9H2X6,0.3777463138103485,0,P39023:Q9H2X6,False,0,-1,non-interacting pairs,not found in same PDB complex
P39748,Q6IBS0,0.6231476068496704,1,P39748:Q6IBS0,False,0,-1,non-interacting pairs,not found in same PDB complex
P39748,Q86YV9,0.2982843220233917,0,P39748:Q86YV9,False,0,-1,non-interacting pairs,not found in same PDB complex
P39748,Q96LR2,0.6625751256942749,1,P39748:Q96LR2,False,0,-1,non-interacting pairs,not found in same PDB complex
P39748,Q96NZ9,0.0671913996338844,0,P39748:Q96NZ9,False,0,-1,non-interacting pairs,not found in same PDB complex
P39748,Q9H902,0.0347711816430091,0,P39748:Q9H902,False,0,-1,non-interacting pairs,not found in same PDB complex
P39900,Q96D46,0.2795254588127136,0,P39900:Q96D46,False,0,-1,non-interacting pairs,not found in same PDB complex
P39905,P46781,0.084281213581562,0,P39905:P46781,False,0,-1,non-interacting pairs,not found in same PDB complex
P39905,Q9HCU8,0.498242050409317,0,P39905:Q9HCU8,False,0,-1,non-interacting pairs,not found in same PDB complex
P40227,Q6IMN6,0.0576122663915157,0,P40227:Q6IMN6,False,0,-1,non-interacting pairs,not found in same PDB complex
P40227,Q6ZQY3,0.5086672306060791,1,P40227:Q6ZQY3,False,0,-1,non-interacting pairs,not found in same PDB complex
P40227,Q71RC2,0.2918297946453094,0,P40227:Q71RC2,False,0,-1,non-interacting pairs,not found in same PDB complex
P40227,Q8NCT1,0.3337826132774353,0,P40227:Q8NCT1,False,0,-1,non-interacting pairs,not found in same PDB complex
P40227,Q9H7T0,0.4269762933254242,0,P40227:Q9H7T0,False,0,-1,non-interacting pairs,not found in same PDB complex
P40306,Q5SQ64,0.4995046257972717,0,P40306:Q5SQ64,False,0,-1,non-interacting pairs,not found in same PDB complex
P40306,Q8IU81,0.072146750986576,0,P40306:Q8IU81,False,0,-1,non-interacting pairs,not found in same PDB complex
P40306,Q8TEQ6,0.1278644502162933,0,P40306:Q8TEQ6,False,0,-1,non-interacting pairs,not found in same PDB complex
P40306,Q8WZ04,0.0922882631421089,0,P40306:Q8WZ04,False,0,-1,non-interacting pairs,not found in same PDB complex
P40337,Q6ZNX1,0.1574374735355377,0,P40337:Q6ZNX1,False,0,-1,non-interacting pairs,not found in same PDB complex
P40337,Q9BQI0,0.68923419713974,1,P40337:Q9BQI0,False,0,-1,non-interacting pairs,not found in same PDB complex
P40337,Q9BUL5,0.3114413321018219,0,P40337:Q9BUL5,False,0,-1,non-interacting pairs,not found in same PDB complex
P40337,Q9NYV4,0.2244047969579696,0,P40337:Q9NYV4,False,0,-1,non-interacting pairs,not found in same PDB complex
P40426,Q9Y2W6,0.0285555031150579,0,P40426:Q9Y2W6,False,0,-1,non-interacting pairs,not found in same PDB complex
P40616,Q969V6,0.1748038232326507,0,P40616:Q969V6,False,0,-1,non-interacting pairs,not found in same PDB complex
P40616,Q9UKJ0,0.4990637004375458,0,P40616:Q9UKJ0,False,0,-1,non-interacting pairs,not found in same PDB complex
P40692,P78364,0.6609868407249451,1,P40692:P78364,False,0,-1,non-interacting pairs,not found in same PDB complex
P40855,Q15113,0.1130446717143058,0,P40855:Q15113,False,0,-1,non-interacting pairs,not found in same PDB complex
P40855,Q6P9G4,0.0293494462966918,0,P40855:Q6P9G4,False,0,-1,non-interacting pairs,not found in same PDB complex
P40855,Q8N4B1,0.4994559288024902,0,P40855:Q8N4B1,False,0,-1,non-interacting pairs,not found in same PDB complex
P40933,Q7Z3V4,0.087188571691513,0,P40933:Q7Z3V4,False,0,-1,non-interacting pairs,not found in same PDB complex
P40933,Q8IWY4,0.3333489894866943,0,P40933:Q8IWY4,False,0,-1,non-interacting pairs,not found in same PDB complex
P40933,Q8NEG0,0.4989528059959411,0,P40933:Q8NEG0,False,0,-1,non-interacting pairs,not found in same PDB complex
P40933,Q9H0A9,0.1478196680545807,0,P40933:Q9H0A9,False,0,-1,non-interacting pairs,not found in same PDB complex
P40937,Q09FC8,0.1251102089881897,0,P40937:Q09FC8,False,0,-1,non-interacting pairs,not found in same PDB complex
P40937,Q13242,0.4463946521282196,0,P40937:Q13242,False,0,-1,non-interacting pairs,not found in same PDB complex
P40937,Q14190,0.333438903093338,0,P40937:Q14190,False,0,-1,non-interacting pairs,not found in same PDB complex
P40937,Q8N159,0.0731405094265937,0,P40937:Q8N159,False,0,-1,non-interacting pairs,not found in same PDB complex
P40937,Q969M1,0.0518101081252098,0,P40937:Q969M1,False,0,-1,non-interacting pairs,not found in same PDB complex
P40937,Q9H0D6,0.5984858274459839,1,P40937:Q9H0D6,False,0,-1,non-interacting pairs,not found in same PDB complex
P40937,Q9HAK2,0.2234371453523636,0,P40937:Q9HAK2,False,0,-1,non-interacting pairs,not found in same PDB complex
P40938,Q9BRQ3,0.6146531105041504,1,P40938:Q9BRQ3,False,0,-1,non-interacting pairs,not found in same PDB complex
P40938,Q9NRQ2,0.3687620460987091,0,P40938:Q9NRQ2,False,0,-1,non-interacting pairs,not found in same PDB complex
P40967,Q96A99,0.2536652088165283,0,P40967:Q96A99,False,0,-1,non-interacting pairs,not found in same PDB complex
P41091,Q16790,0.007106221280992,0,P41091:Q16790,False,0,-1,non-interacting pairs,not found in same PDB complex
P41091,Q8NGN3,0.011515568010509,0,P41091:Q8NGN3,False,0,-1,non-interacting pairs,not found in same PDB complex
P41091,Q8TEQ8,0.0107806846499443,0,P41091:Q8TEQ8,False,0,-1,non-interacting pairs,not found in same PDB complex
P41091,Q9Y5W5,0.0137063544243574,0,P41091:Q9Y5W5,False,0,-1,non-interacting pairs,not found in same PDB complex
P41219,P63000,8.160879224305972e-05,0,P41219:P63000,False,0,-1,non-interacting pairs,not found in same PDB complex
P41235,Q15366,0.1828022599220276,0,P41235:Q15366,False,0,-1,non-interacting pairs,not found in same PDB complex
P41235,Q9UI10,0.1631138175725937,0,P41235:Q9UI10,False,0,-1,non-interacting pairs,not found in same PDB complex
P41279,Q03468,0.4505840539932251,0,P41279:Q03468,False,0,-1,non-interacting pairs,not found in same PDB complex
P41587,Q15528,0.1148104593157768,0,P41587:Q15528,False,0,-1,non-interacting pairs,not found in same PDB complex
P41594,Q9Y376,0.1222839280962944,0,P41594:Q9Y376,False,0,-1,non-interacting pairs,not found in same PDB complex
