ppi,has_templates,pident,fident,evalue,bits
P13612:P26010,1,99.4,0.994,2.266e-66,3468.5
P13619:P13621,1,100.0,1.0,1.90795e-24,966.0
P13621:P19483,1,99.35,0.9935,2.9545e-25,1884.5
P13746:P61769,1,95.6,0.956,8.1e-16,1333.0
P13747:P26715,1,98.3,0.983,3.4585e-18,1379.0
P13984:P13984,0,0.0,0.0,0.0,0.0
P13984:P29084,1,96.8,0.968,7.370000000097301e-20,1018.5
P13984:P30876,1,100.0,1.0,4.319e-32,4175.5
P13984:P35269,1,97.2,0.972,9.651345e-17,735.5
P13984:Q00403,1,88.05,0.8805000000000001,7.1423e-29,1362.0
P14115:P47963,1,100.0,1.0,1.4000994e-25,1027.5
P14116:P22450,1,51.099999999999994,0.511,5.04500004725e-07,489.0
P14120:P87262,1,89.3,0.893,1.73815e-15,598.5
P14126:P24000,1,100.0,1.0,0.00014175,1126.0
P14126:P26785,1,94.69999999999999,0.9470000000000001,1.7020000000000004e-23,1328.5
P14126:P38202,0,0.0,0.0,0.0,0.0
P14126:Q02892,1,95.05000000000001,0.9504999999999999,8.830013845e-55,2568.5
P14126:Q07915,1,97.2,0.972,4.393e-18,1542.5
P14126:Q12522,1,85.2,0.852,4.8815000000000646e-33,1678.0
P14127:P32905,1,98.3,0.983,1.876e-15,960.0
P14127:P46654,1,97.55,0.9755,1.876e-15,959.5
P14191:P14191,1,93.9,0.9390000000000001,9.8295e-24,1086.0
P14191:P25401,1,94.2,0.942,1.1510000003195e-22,1249.0
P14210:P14210,1,95.6,0.956,7.555e-39,2862.0
P14224:Q05093,1,92.9,0.929,7.66e-06,610.5
P14226:Q9XQR6,1,91.30000000000001,0.913,6.175e-34,2407.5
P14434:P14483,1,99.2,0.992,9.48735e-30,1360.5
P14438:P14438,1,69.1,0.691,1.615e-23,1088.5
P14483:P14483,1,84.45,0.8445,2.49235e-26,1202.0
P14635:P24941,1,68.2,0.6819999999999999,4.042e-17,1507.5
P14678:P62314,1,100.0,1.0,6.561e-13,562.5
P14682:P22515,1,99.0,0.99,1.8085e-29,4135.0
P14719:P14719,1,82.35,0.8235,1.000500947e-34,1540.5
P14719:Q61730,1,89.05,0.8905000000000001,9.470000000000174e-41,1917.5
P14719:Q8BVZ5,1,89.9,0.899,2.41e-19,1285.0
P14735:P14735,1,98.8,0.988,0.0,6912.0
P14775:P16027,1,100.0,1.0,2.677e-09,2243.5
P14778:Q9NPH3,1,92.6,0.9259999999999999,1.77100001176e-46,2026.5
P14784:P14784,1,97.75,0.9775,1.8915e-33,1458.0
P14784:P31785,1,100.0,1.0,1.4067499999999999e-33,1482.5
P14784:P40933,0,0.0,0.0,0.0,0.0
P14784:P60568,1,99.1,0.991,5.93e-15,1056.0
P14794:Q54XI5,1,100.0,1.0,1.8635e-07,774.0
P14867:P47870,1,95.35,0.9535,5.25205e-34,1484.0
P14868:P14868,1,89.85,0.8985000000000001,1.30055e-71,3105.0
P14868:Q13155,1,99.05,0.9904999999999999,3.291e-05,796.0
P14906:P32915,1,95.25,0.9525,8.50025e-44,2317.0
P14906:P33754,1,84.55,0.8454999999999999,4.2495e-14,1486.5
P14927:P22695,1,100.0,1.0,8.23e-15,1785.0
P15005:P15005,1,98.4,0.984,8.673e-44,1863.5
P15005:P15006,1,97.25,0.9724999999999999,3.112565e-41,1839.5
P15056:Q02750,1,94.2,0.942,2.6996e-40,1808.5
P15170:P62495,1,63.300000000000004,0.633,1.0655885e-42,1866.0
P15170:Q96SW2,1,97.8,0.978,1.1365e-33,2016.0
P15303:P15303,1,97.80000000000001,0.978,0.0,4774.0
P15303:P20606,1,100.0,1.0,1.11e-27,3145.5
P15303:P40482,1,100.0,1.0,0.0,5162.5
P15319:Q47450,1,98.85,0.9884999999999999,7.680001644e-31,1557.5
P15347:Q31NT9,1,100.0,1.0,1.0645000000001543e-20,1336.5
P15357:P80455,1,100.0,1.0,2.8725001224500002e-08,480.5
P15431:P62813,1,100.0,1.0,2.4165e-35,1512.5
P15436:P46957,1,98.0,0.98,1.998e-70,4872.5
P15646:P40470,0,0.0,0.0,0.0,0.0
P15646:Q05498,1,100.0,1.0,2.548e-20,1216.0
P15646:Q06679,1,94.05000000000001,0.9405,3.5225e-43,2829.5
P15646:Q12035,1,89.19999999999999,0.892,1.4865e-17,1078.0
P15646:Q12460,1,97.35,0.9735,5.28e-21,1410.0
P15646:Q12499,1,98.75,0.9875,4.19450000000064e-30,1609.0
P15692:P15692,1,45.8,0.458,1.2212e-08,426.0
P15692:P17948,1,34.6,0.346,2.9843408e-09,546.0
P15692:P31025,0,0.0,0.0,0.0,0.0
P15813:P61769,1,98.0,0.98,5.465e-15,1225.0
P15873:P38629,1,61.05,0.6105,1.1725e-15,1330.5
P15873:P38630,1,98.65,0.9864999999999999,4.003e-41,2314.5
P15927:P15927,1,100.0,1.0,3.982e-08,380.0
P15927:P35244,1,96.45,0.9645,4.5045e-20,819.5
P15934:P15934,1,100.0,1.0,5.1749e-19,745.5
P15934:P26465,1,100.0,1.0,2.029e-20,1929.5
P15979:P15979,1,44.349999999999994,0.4435,1.6944999999999998e-29,1291.5
P15979:P21611,1,63.050000000000004,0.6305000000000001,4.512e-13,1153.5
P16009:P17172,1,98.94999999999999,0.9895,5.62e-48,2540.5
P16009:P19060,0,0.0,0.0,0.0,0.0
P16011:P17172,1,98.75,0.9875,1e-28,1623.0
P16011:P19061,1,98.25,0.9824999999999999,2.3e-23,2307.5
P16027:P16027,1,21.9,0.219,1.84265e-36,1618.5
P16104:P68431,1,100.0,1.0,2.0827000000000002e-14,596.0
P16140:P17255,1,76.75,0.7675000000000001,9.18017535e-73,3339.0
P16140:P22203,1,99.65,0.9964999999999999,3.814e-28,2080.5
P16140:P32610,1,99.65,0.9964999999999999,8.44e-27,2122.5
P16297:P34902,1,99.25,0.9924999999999999,1.28575e-32,1464.5
P16370:P38902,1,39.0,0.39,1.5755000000000138e-10,719.5
P16410:P33681,1,99.55,0.9955,8.465000000013746e-20,1152.0
P16410:P42081,1,61.05,0.6105,1.218008465e-14,802.0
P16435:P16435,1,98.65,0.9864999999999999,2.077655e-100,4177.0
P16456:P16456,1,100.0,1.0,2.0301500000000003e-55,2296.0
P16474:P16474,1,99.2,0.992,1.5398928499999998e-54,2636.0
P16474:Q08199,1,97.65,0.9764999999999999,2.7175e-23,1997.5
P16685:P16687,1,99.85,0.9984999999999999,5.41e-24,1628.5
P16686:P16688,1,99.8,0.998,7.755e-35,1639.5
P16687:P16687,0,0.0,0.0,0.0,0.0
P16687:P16688,1,99.85,0.9984999999999999,4.82e-52,2136.0
P16855:P16856,1,55.8,0.558,2.2961e-54,2247.5
P16856:P16856,1,37.35,0.37349999999999994,5.04e-22,1575.0
P16871:P16871,1,96.35,0.9635,3.8198000000000003e-28,1289.5
P16871:Q969D9,1,77.94999999999999,0.7795000000000001,4.5605e-08,774.5
P16871:Q9HC73,1,83.9,0.839,3.75551e-25,1262.5
P16872:Q8CII9,1,92.35,0.9235,1.9330000916499997e-24,1260.5
P17076:P47047,1,56.05,0.5605,1.1945e-05,647.5
P17076:P53927,1,93.35,0.9335,1.0310006805e-17,793.5
P17076:Q04660,1,98.45,0.9844999999999999,5.7350002998e-17,854.5
P17157:P20052,1,95.9,0.9590000000000001,2.4245e-22,1452.5
P17172:P19060,1,11.9,0.119,3.672000015585e-08,576.0
P17220:P40112,1,100.0,1.0,7.30502467e-37,1582.5
P17220:Q63570,1,97.94999999999999,0.9795,2.626500000000009e-41,1924.0
P17255:P32610,1,78.25,0.7825,3.4385e-25,2128.5
P17291:P80374,1,100.0,1.0,1.058865e-16,746.0
P17291:P80376,1,100.0,1.0,2.1028735e-15,728.5
P17424:Q08698,1,22.05,0.2205,1.911e-07,966.0
P17462:P17462,0,0.0,0.0,0.0,0.0
P17462:P18610,0,0.0,0.0,0.0,0.0
P17558:P21771,0,0.0,0.0,0.0,0.0
P17558:P28778,0,0.0,0.0,0.0,0.0
P17558:P53292,1,97.8,0.978,2.3555000000000083e-24,1243.5
P17558:Q02608,1,100.0,1.0,8.330000028595e-16,782.0
P17558:Q03246,1,94.1,0.9410000000000001,2.358028e-24,987.0
P17558:Q03799,1,100.0,1.0,2.43565e-24,980.5
P17693:P61769,1,91.6,0.9159999999999999,8.585e-16,1297.0
P17694:P23935,1,100.0,1.0,2.811e-12,1588.5
P17694:P34942,1,100.0,1.0,5.185e-32,1911.0
P17694:P42026,1,98.6,0.986,4.8305e-26,1732.0
P17694:P42028,1,99.85,0.9984999999999999,1.8055e-28,1862.5
P17704:P38979,1,100.0,1.0,6.3e-15,1011.5
P17787:P43681,1,89.1,0.891,8.454325e-51,2290.5
P17883:P48589,1,97.55,0.9755,4.481e-17,3517.5
P17883:Q02793,1,97.30000000000001,0.973,5.51e-50,3296.0
P17890:P32910,1,85.1,0.851,9.110027139999999e-10,528.0
P17980:P25788,1,96.25,0.9624999999999999,2.7415000000000046e-37,1850.5
P17980:P35998,1,100.0,1.0,1.644645e-50,2119.5
P17980:P62333,1,100.0,1.0,6.49105e-53,2212.5
P17987:P49368,1,100.0,1.0,1.691511395e-58,3012.5
P17987:P50991,1,97.85,0.9784999999999999,6.8298845e-60,3029.0
P18074:P19447,1,96.7,0.9670000000000001,2.05625e-95,4398.0
P18074:P32780,1,72.69999999999999,0.727,4.6215e-22,2806.0
P18074:P51948,1,97.8,0.978,1.3385e-24,2815.0
P18074:Q13888,1,99.05,0.9904999999999999,3.1335e-59,3547.5
P18124:P47914,1,90.95,0.9095,2.2115e-05,741.0
P18124:Q02543,1,98.6,0.986,1.0480000001522e-26,1241.0
P18187:P18187,0,0.0,0.0,0.0,0.0
P18187:P18188,1,99.9,0.999,4.067e-41,2695.0
P18203:P48452,1,98.1,0.981,5.44e-18,1652.0
P18203:P63099,1,61.400000000000006,0.614,1.30432e-15,741.5
P18259:P18259,0,0.0,0.0,0.0,0.0
P18259:P56582,0,0.0,0.0,0.0,0.0
P18420:P18421,1,100.0,1.0,3.0985006085e-37,1617.5
P18420:P34064,1,100.0,1.0,4.13835e-42,1688.0
P18421:P28075,1,100.0,1.0,1.47530985e-33,1453.0
P18422:P28073,1,100.0,1.0,4.35350029455e-36,1608.0
P18422:P60901,1,97.15,0.9715,4.134043500000001e-37,1550.0
P18422:Q63569,1,95.6,0.956,4.130000000000002e-37,1850.5
P18434:P19156,1,47.7,0.477,4.0915e-25,3073.0
P18464:P61769,1,93.1,0.931,2.1655e-15,1345.5
P18465:P61769,1,93.65,0.9365,2.1655e-15,1357.0
P18484:P84092,1,99.8,0.998,4.886e-20,2344.0
P18508:P62813,1,100.0,1.0,2.1645e-35,1519.5
P18510:P18510,1,55.7,0.557,5.4585e-14,699.0
P18797:P18798,1,62.199999999999996,0.622,7.495000000001174e-13,968.0
P18798:P18798,1,99.7,0.997,9.6695e-39,2077.5
P18798:P22869,1,99.0,0.99,4.045000000004208e-38,2398.5
P18946:Q5ZLR5,1,76.4,0.764,2.3490000032445e-28,1599.0
P19060:P19061,1,98.25,0.9824999999999999,9.905838e-79,3517.5
P19253:P27659,1,99.30000000000001,0.993,3.2645e-31,2015.0
P19253:P62717,1,91.2,0.912,2.560002023e-25,1152.5
P19253:Q9CR57,1,100.0,1.0,6.175000000002647e-20,1050.0
P19263:P38633,1,85.5,0.855,1.795e-07,1068.0
P19263:Q06213,1,91.2,0.9119999999999999,2.3045e-18,1671.5
P19263:Q08278,1,79.30000000000001,0.793,4.6e-20,2231.0
P19387:P30876,1,98.35,0.9835,4.088e-44,4467.0
P19447:P29083,1,94.05,0.9405,1.676e-46,2491.5
P19447:Q92759,1,97.4,0.974,1.0225e-07,1498.0
P19490:P19491,1,94.6,0.946,0.0,5136.0
P19490:Q8VHW5,1,89.6,0.8959999999999999,3.187e-22,1844.5
P19491:P19491,1,99.30000000000001,0.993,4.189e-56,2510.0
P19491:P19492,1,99.25,0.9924999999999999,4.59595e-58,2612.5
P19491:P19493,1,97.30000000000001,0.973,7.04012275e-53,2472.0
P19491:Q71RJ2,1,97.05,0.9704999999999999,1.189e-24,1876.5
P19491:Q8VHW5,1,88.85,0.8885000000000001,1.7995e-22,1813.5
P19492:Q71RJ2,1,93.1,0.931,1.189e-24,1829.5
P19569:P29254,1,87.6,0.876,3.6375e-21,2610.5
P19632:P62871,1,49.85,0.49850000000000005,1.065500011495e-06,477.0
P19735:P20053,1,92.9,0.929,8.0900000004589e-62,3491.0
P19735:P39990,1,15.25,0.1525,2.2611550000000002e-05,378.0
P19735:P49704,1,94.05000000000001,0.9405,9.065e-42,3193.0
P19735:Q06819,1,89.55,0.8955,5.54e-27,1835.0
P19736:P32524,1,93.35,0.9335,1.16e-13,1064.0
P19736:Q02260,1,79.35,0.7935,2.8435e-10,1217.5
P19736:Q04693,1,87.25,0.8725,7.98e-41,4288.0
P19736:Q99181,1,54.65,0.5465,3.257e-07,1144.0
P19793:P37231,1,95.94999999999999,0.9595,1.1090000560499998e-22,1416.5
P19838:P19838,1,96.1,0.961,1.665e-13,776.0
P19838:Q04206,1,100.0,1.0,2.703508995e-42,2154.5
P19913:P19914,1,98.15,0.9815,4.7985e-52,3878.5
P19913:P19915,1,99.05,0.9904999999999999,8.105e-23,3394.5
P19914:P19915,1,98.4,0.984,8.105e-23,1561.0
P19919:P19919,1,28.95,0.2895,7.857e-62,2438.5
P19919:P19920,1,100.0,1.0,1.209e-54,3921.0
P19919:P19921,1,100.0,1.0,4.706e-26,3460.5
P19946:P42921,1,100.0,1.0,2.0380000032585e-16,819.5
P19946:P55874,1,99.2,0.992,1.5570000000000264e-08,587.5
P20042:P41091,1,99.2,0.992,1.0745e-28,2280.0
P20042:P41567,1,100.0,1.0,3.122500000010745e-17,894.5
P20052:P20052,1,91.80000000000001,0.918,5.0995e-22,1120.5
P20053:P39990,1,60.45,0.6045,1.3128e-20,914.5
P20136:P20136,1,43.0,0.43,9.094175e-18,880.0
P20155:Q9Y5K2,1,90.35,0.9035,4.8675e-07,943.0
P20226:P52655,0,0.0,0.0,0.0,0.0
P20226:P52657,0,0.0,0.0,0.0,0.0
P20226:Q01658,0,0.0,0.0,0.0,0.0
P20226:Q15544,0,0.0,0.0,0.0,0.0
P20226:Q9HAW0,1,59.25,0.5925,9.04e-09,884.0
P20248:P24941,1,99.1,0.991,5.62000000001891e-30,1759.5
P20273:P20273,1,94.9,0.949,1.1818e-39,2087.0
P20273:Q8TCD0,1,52.45,0.5245,5.565e-05,966.5
P20273:S6B291,1,80.85,0.8085,2.226506965e-22,1260.5
P20279:P22450,1,98.95,0.9895,1.53e-18,1506.5
P20333:P20333,1,34.5,0.345,3.119779e-05,325.0
P20433:P34087,1,89.85,0.8985000000000001,2.296000000013805e-14,911.5
P20435:P35718,1,92.1,0.921,1.876000000045035e-12,781.5
P20436:P38902,1,39.400000000000006,0.394,1.610735e-10,501.5
P20449:Q12315,1,98.94999999999999,0.9895,1.50650000000523e-23,1426.5
P20618:P28062,1,83.69999999999999,0.837,2.634000047225e-29,1365.5
P20618:P28070,1,100.0,1.0,8.36452e-35,1472.0
P20618:P28074,1,97.15,0.9715,3.86065e-30,1285.0
P20618:P40306,1,77.69999999999999,0.7769999999999999,8.2200000047225e-28,1322.5
P20618:P49720,1,98.05,0.9804999999999999,3.54e-37,1520.0
P20618:Q99436,1,97.5,0.975,2.4637224999999997e-34,1457.0
P20671:Q16778,1,100.0,1.0,2.554095e-13,584.0
P21146:P62871,1,96.94999999999999,0.9695,9.675e-57,3325.5
P21242:P21243,1,97.05,0.9704999999999999,5.6565e-42,1694.5
P21242:P30657,1,97.19999999999999,0.972,1.590000509e-35,1596.0
P21243:P25043,1,95.05,0.9505,2.6445000005665e-33,1511.5
P21243:P38624,1,95.0,0.95,6.100000000000057e-29,1435.5
P21266:P28161,1,44.85,0.4485,2.962024e-19,910.5
P21306:P38077,0,0.0,0.0,0.0,0.0
P21374:P28320,1,100.0,1.0,5.740060949999999e-10,556.5
P21374:Q12046,1,33.5,0.335,2.3065001076e-05,391.0
P21468:P21475,1,100.0,1.0,2.3135001856e-09,485.0
P21549:P21549,1,89.25,0.8925000000000001,5.687e-53,2256.0
P21549:P50542,0,0.0,0.0,0.0,0.0
P21579:P21579,1,39.1,0.391,9.704e-13,629.5
P21579:Q99584,0,0.0,0.0,0.0,0.0
P21611:P21611,1,47.9,0.479,3.135e-10,516.0
P21611:Q95601,1,63.4,0.634,4.512e-13,1169.0
P21611:Q9BCW3,1,61.400000000000006,0.614,4.512e-13,1140.5
P21611:Q9GIP6,1,63.6,0.636,4.512e-13,1161.5
P21670:P48004,1,97.85,0.9784999999999999,1.67500577e-38,1645.5
P21670:P62198,1,95.6,0.956,1.6460002925e-36,1628.5
P21827:Q02821,1,14.6,0.146,2.6390035270000003e-06,558.5
P21871:P21871,1,83.6,0.836,3.7635e-14,736.0
P21873:P21874,1,95.69999999999999,0.9570000000000001,1.400119e-49,2222.0
P21874:P21874,1,96.69999999999999,0.967,7.879e-52,2164.5
P21890:P21890,1,33.3,0.333,5.67515e-27,1129.5
P22029:P22030,1,98.4,0.984,1.4915000000000001e-18,802.5
P22138:P36070,1,92.65,0.9265,2.2895e-44,5106.0
P22138:P40422,1,99.45,0.9944999999999999,6.325e-07,3974.0
P22138:P40992,1,94.4,0.944,3.301e-40,4785.0
P22138:P46669,1,95.05000000000001,0.9505,4.834e-12,3857.5
P22138:Q01080,1,98.4,0.984,4.3995e-44,4831.5
P22139:P22276,1,99.05,0.9904999999999999,4.717e-10,3798.0
P22141:P22141,1,61.2,0.612,1.519e-16,1036.0
P22141:P25451,1,98.95,0.9895,3.6e-34,1394.0
P22141:P30656,1,98.5,0.985,9.551e-34,1399.5
P22141:P40303,1,96.9,0.969,3.031736e-34,1443.0
P22203:P31412,1,100.0,1.0,1.0085000016165e-30,1423.5
P22276:P46678,1,96.85,0.9684999999999999,1.2285e-23,3691.5
P22288:P22288,1,95.8,0.958,1.3779999999999998e-33,1340.5
P22288:P70552,1,95.25,0.9524999999999999,5.07e-14,917.0
P22301:Q13651,1,96.0,0.96,4.893e-12,964.5
P22314:P62979,1,74.25,0.7424999999999999,1.23e-12,2948.0
P22354:P40858,0,0.0,0.0,0.0,0.0
P22354:Q06090,1,100.0,1.0,1.404959e-20,838.0
P22354:Q12487,1,100.0,1.0,1.40400001576e-20,931.5
P22515:P22515,1,99.25,0.9924999999999999,0.0,7297.5
P22524:P22524,1,99.75,0.9975,4.33595e-28,1242.0
P22524:P60293,1,99.0,0.99,4.1060000001994996e-27,1423.5
P22535:P27392,0,0.0,0.0,0.0,0.0
P22605:P22605,1,64.25,0.6425,2.135e-11,1119.5
P22605:P28700,1,96.55,0.9655,7.500003573499999e-23,1433.5
P22641:P23006,1,77.05,0.7705,7.535e-13,1181.5
P22666:Q93WD2,1,60.05,0.6005,1.8355849999999998e-05,281.0
P22681:P68036,1,100.0,1.0,2.017e-19,1577.0
P22798:P23326,1,100.0,1.0,5.35e-10,700.5
P22891:Q9UK55,1,100.0,1.0,2.1170000000000025e-50,2433.5
P22892:P22892,1,100.0,1.0,1.4001045e-19,1302.5
P22892:P35585,1,97.7,0.977,7.596044999999999e-20,1135.0
P22892:P61967,1,100.0,1.0,8.1e-25,2188.5
P23006:P23006,1,15.2,0.152,4.049e-05,334.5
P23230:P23577,1,100.0,1.0,7.67e-21,1431.5
P23246:Q8WXF1,1,86.55,0.8654999999999999,1.00100000797e-34,1518.0
P23248:P39516,1,81.15,0.8115,2.740500000001429e-20,1051.0
P23258:P23258,1,95.7,0.957,1.3381285e-65,2903.5
P23258:Q96CW5,1,93.25,0.9325,1.7e-07,1540.5
P23258:Q96RT8,1,80.44999999999999,0.8045,4.3535e-42,2416.5
P23258:Q9BSJ2,1,91.0,0.9099999999999999,8.568499999999999e-61,2959.5
P23258:Q9UGJ1,1,89.94999999999999,0.8995,7.295031565e-55,2765.5
P23321:P56778,1,91.0,0.9099999999999999,3.205e-33,2177.5
P23321:P83755,1,91.9,0.919,2.027000534e-33,1835.0
P23330:Q642S3,1,93.65,0.9365,1.527775e-57,2832.0
P23369:P36534,1,97.6,0.976,7.705e-17,1074.0
P23396:P62273,1,100.0,1.0,6.455e-08,848.0
P23477:P23478,1,97.75,0.9775,0.0,7454.5
P23528:P53667,1,97.35,0.9735,9.2e-28,1510.0
P23577:P23577,1,69.2,0.692,4.0354999999999995e-40,1700.0
P23577:P49728,1,99.6,0.996,8.035e-20,1451.5
P23577:P50369,0,0.0,0.0,0.0,0.0
P23638:P25451,1,97.8,0.978,5.690000057699999e-35,1556.0
P23638:P40327,1,73.8,0.738,2.549707e-37,1567.5
P23639:P25043,1,63.4,0.634,5.335000000000076e-25,1288.5
P23639:Q12377,1,67.1,0.671,4.7640000000000434e-26,1592.0
P23644:P23644,1,98.05,0.9804999999999999,4.841e-40,2013.5
P23644:P33448,0,0.0,0.0,0.0,0.0
P23644:P49334,0,0.0,0.0,0.0,0.0
P23644:P53507,0,0.0,0.0,0.0,0.0
P23709:P23935,1,100.0,1.0,2.656e-12,976.5
P23709:P42026,1,97.65,0.9764999999999999,6.62500012105e-29,1285.0
P23724:P25043,1,93.25,0.9325,3.08795e-32,1342.5
P23724:P30657,1,98.65,0.9864999999999999,2.771e-32,1350.5
P23755:P23756,1,99.75,0.9975,2.106e-21,2059.0
P23806:P23807,1,77.9,0.7789999999999999,3.830405e-17,747.5
P23873:P23873,1,100.0,1.0,2.454e-10,452.5
P23873:P23874,1,99.4,0.994,7.98e-10,1712.5
P23934:P42028,1,98.55,0.9855,8.22e-08,660.0
P23968:P32366,1,100.0,1.0,1.73900000000583e-21,1481.0
P24071:P24071,1,35.650000000000006,0.3565,4.2246249999999996e-11,609.5
P24173:P24173,1,17.85,0.1785,1.5169e-17,809.5
P24224:P24224,1,97.6,0.976,1.806e-21,852.0
P24279:P38132,1,91.25,0.9125,2.2515000000029253e-87,4275.5
P24319:P24319,0,0.0,0.0,0.0,0.0
P24319:P27152,1,100.0,1.0,1.0752055e-18,842.5
P24613:P28803,1,100.0,1.0,1.054500007005e-13,780.5
P24613:P82411,0,0.0,0.0,0.0,0.0
P24864:P24941,1,63.9,0.639,8.38e-13,1374.0
P24941:P24941,1,99.1,0.991,6.2142e-45,2021.5
P24941:P46527,1,99.1,0.991,7.965e-09,933.5
P24941:P61024,1,75.30000000000001,0.753,2.6895e-11,1029.5
P24941:Q16667,1,22.3,0.223,0.00028590000003732,445.0
P24941:Q5MJ70,1,99.25,0.9924999999999999,2.756e-17,1259.0
P24959:W5P2X9,1,92.15,0.9215,2.7170000000636496e-29,1686.5
P24959:W5Q0A9,1,100.0,1.0,2.5330000001381497e-34,1989.0
P25043:P38624,1,92.1,0.921,5.31469e-30,1288.0
P25046:Q06213,0,0.0,0.0,0.0,0.0
P25098:P62873,1,97.75,0.9775,9.675e-57,3330.0
P25337:P40968,1,91.55,0.9155,2.7295e-19,1427.5
P25337:Q12046,1,94.35,0.9435,1.0370000000502499e-14,810.5
P25348:P32387,0,0.0,0.0,0.0,0.0
P25348:Q06630,1,95.0,0.95,6.10507565e-13,595.5
P25359:P38792,1,86.94999999999999,0.8694999999999999,3.1272e-46,1919.0
P25359:P48240,1,88.4,0.884,1.497e-30,1600.0
P25359:P53256,1,92.75,0.9275,2.8120000003138e-36,1689.0
P25359:P53859,1,83.1,0.831,6.345e-30,1663.0
P25359:Q08162,1,92.25,0.9225,3.138e-46,4032.5
P25359:Q12149,1,91.15,0.9115,6.865000000584e-48,2340.0
P25382:P26321,1,97.0,0.97,3.393e-40,2733.0
P25382:P40078,1,89.35,0.8935,5.8e-35,2278.0
P25398:P62979,1,100.0,1.0,2.9050000001299002e-09,561.0
P25398:Q5RKT7,1,100.0,1.0,2.8810000002364503e-10,592.0
P25443:Q3E7Y3,1,99.6,0.996,8.5400006435e-16,801.0
P25445:P25445,1,34.650000000000006,0.3465,7.35665e-05,282.0
P25445:Q13158,1,100.0,1.0,1.57755e-10,539.0
P25515:P31412,1,100.0,1.0,3.7345e-19,1332.5
P25515:P32366,1,100.0,1.0,3.7345000000000585e-19,1405.5
P25582:Q04660,1,84.2,0.842,1.4465e-41,2852.5
P25582:Q07896,1,90.0,0.9,1.223e-50,3157.5
P25582:Q07915,1,96.4,0.964,6.04e-11,1328.0
P25586:P33442,1,45.85,0.4585,5.44e-10,875.0
P25586:P40546,1,84.2,0.8420000000000001,4.597000000000002e-18,1053.0
P25632:P43609,1,79.0,0.79,1.614500000837e-31,1463.5
P25635:P47083,0,0.0,0.0,0.0,0.0
P25635:Q06078,1,94.44999999999999,0.9445,0.0,5284.0
P25644:P57743,1,96.2,0.962,4.0725e-11,990.0
P25656:P39524,1,99.2,0.992,1.1155e-52,4479.5
P25714:P25714,1,94.85,0.9484999999999999,8.1025e-40,1889.5
P25786:P25788,1,98.45,0.9844999999999999,4.7584e-43,1750.0
P25787:P40306,1,78.9,0.7889999999999999,8.220000000000018e-28,1402.0
P25787:P43686,1,98.19999999999999,0.982,1.483500000000015e-41,1927.5
P25788:P28065,1,95.30000000000001,0.9530000000000001,1.7010000006415e-31,1486.0
P25788:P28070,1,96.95,0.9695,8.345000046135e-35,1594.5
P25788:P28072,1,97.85,0.9784999999999999,3.362000056e-34,1551.5
P25788:P60900,1,97.8,0.978,2.7455435e-37,1556.0
P25788:P62333,1,98.9,0.989,2.7415e-37,1867.0
P25789:P49720,1,99.0,0.99,3.54650065e-37,1629.0
P25789:P49721,1,66.75,0.6675,6.1350000068700005e-25,1194.0
P25963:Q04206,1,99.8,0.998,3.1765e-25,1709.5
P26163:P26163,1,99.45,0.9944999999999999,8.852499999999999e-66,2708.0
P26163:P26164,1,58.2,0.582,8.08e-17,1712.0
P26321:Q02753,1,100.0,1.0,8.70000000000001e-22,1208.5
P26331:P26331,1,98.85,0.9884999999999999,3.1026499999999997e-38,1874.0
P26715:Q13241,1,100.0,1.0,4.3132000000000003e-19,822.0
P26744:P26746,1,99.4,0.994,2.551e-15,1980.0
P26783:Q04305,1,58.0,0.58,1.4800000000000005e-13,985.0
P26783:Q06287,1,98.45,0.9844999999999999,9.75000000929e-28,1351.5
P26783:Q3E792,1,100.0,1.0,3.6595e-10,850.0
P26784:P36105,1,99.2,0.992,1.13400000001691e-17,922.0
P26785:P36105,1,94.1,0.9410000000000001,1.1340000004704e-17,886.0
P26786:P33750,1,54.55,0.5455,4.907500000000001e-16,967.0
P26786:Q3E7Y3,1,99.6,0.996,4.12500001386e-17,845.0
P26908:P55873,1,100.0,1.0,9.507e-13,611.0
P26926:P26926,1,88.9,0.889,9.1545e-31,1421.5
P26926:P26948,1,95.0,0.95,5.295e-17,1176.5
P26927:Q04912,1,94.69999999999999,0.947,9.275e-39,2668.0
P26993:P26993,1,97.1,0.971,1.80708e-19,961.5
P27001:P27002,1,100.0,1.0,2.6665e-47,3802.0
P27043:Q5ZIY8,1,97.85,0.9784999999999999,2.0905e-17,1813.0
P27069:Q6CS01,1,100.0,1.0,2.155000039695e-13,677.5
P27198:P30943,1,90.1,0.901,0.0003296500000007995,510.0
P27248:P27248,1,19.9,0.199,3.4115e-06,793.5
P27344:Q04603,1,100.0,1.0,1.25434e-10,472.5
P27391:P27392,0,0.0,0.0,0.0,0.0
P27406:P27406,1,52.9,0.529,1.66655e-19,893.0
P27406:P28711,0,0.0,0.0,0.0,0.0
P27659:P62830,1,98.4,0.984,1.82e-18,1398.0
P27659:Q8BP67,1,99.85,0.9984999999999999,5.89e-10,1589.5
P27787:Q9SLP6,1,99.4,0.994,1.7355e-17,1425.0
P27929:P33759,1,82.5,0.825,3.4190000022525e-37,1786.5
P27929:P53292,1,77.3,0.7729999999999999,3.1550000856e-31,1531.5
P27930:Q9NPH3,1,99.05,0.9904999999999999,3.40950041265e-46,2082.5
