"ppi","gene1","gene2","co.expression","BP","CC","MF","str_label","non_struct_label","is_preppi","Total"
"P32780:Q9NP78","GTF2H1","ABCB9",0.34697620711473,0.111231361231361,0.218035714285714,0.494047619047619,-1,0,1,1.789509456
"P33681:Q08708","CD80","CD300C",-0.0046002342542378,0.385416666666667,1,0.866666666666667,-1,0,1,11.64994248096
"P11908:Q8WUA2","PRPS2","PPIL4",0.545740563353805,0.0714285714285714,0.533333333333333,0.458333333333333,-1,0,1,3.0492595651518
"P11940:Q9Y376","PABPC1","CAB39",0.588516358977351,0.107350288600289,0.382777777777778,0.875457875457876,-1,0,1,15.12908886
"P12755:Q13291","SKI","SLAMF1",-0.11014674428634,0.140023088023088,0.239583333333333,0.838636363636364,-1,0,1,2.739435336
"P12814:Q96PT4","ACTN1","DUX3",0,0.5,0.2,0.1625,-1,0,1,1.879932648
"P12645:Q9HAU4","BMP3","SMURF2",0.121531504739576,0.154852092352092,0.458045977011494,0.779861111111111,-1,0,1,0.966143376
"P12814:P33151","ACTN1","CDH5",0.149969937387812,0.138616765179265,0.473275862068965,0.694444444444444,-1,0,1,24.506270784
"P11926:P81274","ODC1","GPSM2",-0.0234979181584123,0.148659673659674,0.609375,0.884038800705467,-1,0,1,69.457332736
"P11908:Q9GZV4","PRPS2","EIF5A2",0.443395750664482,0.111111111111111,0.616666666666667,0.833333333333333,-1,0,1,1.544872875
"P12004:Q9GZX9","PCNA","TWSG1",0.243601030381668,0.140080018021194,0.5,0.861111111111111,-1,0,1,5.8587363456
"P12004:Q04900","PCNA","CD164",0.529988830294068,0.204365079365079,0.229437229437229,1,-1,0,1,3.0541021875
"P12643:P50914","BMP2","RPL14",0.261579817812938,0.196759259259259,0.391865079365079,0.617647058823529,-1,0,1,1.25949442633344
"P12004:Q6ZNK6","PCNA","TIFAB",0.245140370651603,0.161159140005294,0,0.785714285714286,-1,0,1,0.345560028
"P12235:Q13216","SLC25A4","ERCC8",-0.240131000980382,0.126817137111255,0.420734126984127,0.960227272727273,-1,0,1,0.7053176664072
"P12004:Q6P2C8","PCNA","MED27",0.346467117274366,0.326218323586745,0.469444444444444,0.805555555555556,-1,0,1,85.758643278
"P12272:P28335","PTHLH","HTR2C",0.0378716327070268,0.167153378022943,0.3,0.643240740740741,-1,0,1,2.10126312
"P11908:Q8NCG5","PRPS2","CHST4",-0.0207932726159412,0.225160256410256,0.225,0.2125,-1,0,1,0.243073314
"P11926:Q7L5D6","ODC1","GET4",0.560074373013986,0.136666666666667,0.530434782608695,1,-1,0,1,2.175298125
"P12004:Q9P1Z2","PCNA","CALCOCO1",-0.0274444088794554,0.258896658896659,0.6,0.723038548752834,-1,0,1,0.71049082
"P12004:Q8WV15","PCNA","TMEM255B",0.0215047915450868,0,0.5,1,-1,0,1,0.3836650428
"P11926:P59537","ODC1","TAS2R43",0.477467643509722,0.14375,0.356666666666667,0.152380952380952,-1,0,1,0.168872
"P01909:Q8IWL3","HLA-DQA1","HSCB",0.305276970539287,0.176363636363636,0.3125,0.934375,-1,0,1,0.4508480304
"P01877:Q7Z5Y6","IGHA2","BMP8A",-0.0312107682703933,0.175,1,0.333333333333333,-1,0,1,0.38247
"P01909:Q15777","HLA-DQA1","MPPED2",-0.144284158968797,0,0,0.826785714285714,-1,0,1,0.198040068
"P01861:Q8IXH6","IGHG4","TP53INP2",-0.105555069600467,0.109381976048643,0.23,0.477272727272727,-1,0,1,0.13177098
"P01903:P39687","HLA-DRA","ANP32A",0.681201740001622,0.132142857142857,0.375,0.892857142857143,-1,0,1,1.324436845413
"P01889:Q9BTV7","HLA-B","CABLES2",-0.0345452482634607,0.208333333333333,0,0,-1,0,1,6.2845074864
"P01909:Q92613","HLA-DQA1","JADE3",0.239828131067888,0.12996632996633,0.21875,0.927272727272727,-1,0,1,12.354091002
"P01906:P31948","HLA-DQA2","STIP1",0.325765315315817,0.166666666666667,0.270833333333333,0.947674418604651,-1,0,1,18.8303318798232
"P01861:Q9NQZ8","IGHG4","ZNF71",0.0127137868085313,0.0741758241758242,0.2,0.463492063492063,-1,0,1,1.46378425633704
"P01877:Q9Y5J1","IGHA2","UTP18",-0.0634723063297161,0.121428571428571,0.334848484848485,0.375,-1,0,1,0.08576543016
"P01861:Q9NR63","IGHG4","CYP26B1",-0.0851852921841175,0.123839715839716,0.333333333333333,0.203246753246753,-1,0,1,2.013
"P01877:Q15759","IGHA2","MAPK11",-0.228794320142452,0.134337738285107,0.483333333333333,0.377124183006536,-1,0,1,0.576397759249085
"P01877:Q86VH5","IGHA2","LRRTM3",-0.150301498424086,0.161904761904762,0.357142857142857,0,-1,0,1,0.210833568
"P01909:Q14679","HLA-DQA1","TTLL4",0.253022988418881,0.125694444444444,0.291666666666667,0.218650793650794,-1,0,1,9.088066944
"P01861:Q92887","IGHG4","ABCC2",0.0574931691371549,0.121673080006413,0.607142857142857,0.193959435626102,-1,0,1,0.93577161447
"P01909:Q5JRC9","HLA-DQA1","FAM47A",-0.0418612192046393,0,0,1,-1,0,1,12.354091002
"P01903:P35212","HLA-DRA","GJA4",0.0983957067575744,0.166043083900227,0.436507936507937,0.875,-1,0,1,7.356872208
"P01909:Q96JA3","HLA-DQA1","PLEKHA8",0.256495266620524,0.132086167800453,0.351388888888889,0.405208333333333,-1,0,1,6.5936524446
"P01877:Q9BWD3","IGHA2","RTL8A",-0.175959541860621,0,0,0.5,-1,0,1,1.26819
"P01909:Q96H12","HLA-DQA1","MSANTD3",0.0281442247571544,0,0,1,-1,0,1,0.0849375500625
"P56179:Q9Y6M9","DLX6","NDUFB9",0.212950505587777,0.114417989417989,0.183673469387755,0.234375,-1,0,1,1.0335837354
"P56181:Q8NA77","NDUFV3","TEX19",0.29716820789032,0.0942099567099567,0.35,0.907407407407407,-1,0,1,1.87853346
"P57075:Q99828","UBASH3A","CIB1",0.483986645080728,0.109481774538593,0.424390243902439,0.871949891067538,-1,0,1,4.226528656
"P56381:Q16548","ATP5F1E","BCL2A1",0.343209230259799,0.118298368298368,0.233333333333333,0.935897435897436,-1,0,1,0.7288047232575
"P56962:Q96NL1","STX17","TMEM74",-0.175776610045943,0.142857142857143,0.408333333333333,1,-1,0,1,0.282168
"P56747:Q9NVM4","CLDN6","PRMT7",0.56661445453005,0.135776128633272,0.314814814814815,0.436671335200747,-1,0,1,1.443677301
"P57738:Q9NV70","TCTA","EXOC1",0.331480338808158,0.11,0.591666666666667,0.969387755102041,-1,0,1,2.2795509864834
"P57075:Q9UHA4","UBASH3A","LAMTOR3",-0.0620456027446552,0.119225681725682,0.157750759878419,0.905714285714286,-1,0,1,1.067417792
"P56277:Q93077","CMC4","H2AC6",-0.163830336049541,0,0.3125,0,-1,0,1,0.643998234
"P56817:Q99062","BACE1","CSF3R",-0.156647565598764,0.135818001443001,0.616666666666667,0.652777777777778,-1,0,1,13.987161408
"P56181:P57772","NDUFV3","EEFSEC",0.572953735710254,0.0769230769230769,0.280952380952381,0.322402597402597,-1,0,1,4.42814292
"P56749:Q9UHD2","CLDN12","TBK1",0.301367082016627,0.0803837230307819,0.477083333333333,0.734713779128673,-1,0,1,8.0854932337664
"P56746:Q15910","CLDN15","EZH2",0.20343580071978,0.14463406963407,0.367676767676768,0.749179195953389,-1,0,1,12.0888692220096
"P57723:P62879","PCBP4","GNB2",0.00594334227926324,0.0972222222222222,0.559977324263038,0.936692506459948,-1,0,1,30.2220410515935
"P56181:Q495M9","NDUFV3","USH1G",0.108140048134916,0.091017316017316,0.178787878787879,0.9875,-1,0,1,1.7891544
"P57103:Q92934","SLC8A3","BAD",-0.0961512040026893,0.143910019519776,0.374074074074074,0.943486590038314,-1,0,1,58.58860656
"P56749:Q9NP71","CLDN12","MLXIPL",0.303021766543766,0.0940712759462759,0.457407407407407,0.266269841269841,-1,0,1,0.764199216
"P55851:Q9H270","UCP2","VPS11",0.166760091494368,0.134437638385007,0.187865497076023,0.931687242798354,-1,0,1,2.291112054
"P55884:Q9UJV3","EIF3B","MID2",0.589891665758983,0.10105611980612,0.293333333333333,0.985262725779967,-1,0,1,43.54698744
"P56556:Q9Y5H7","NDUFA6","PCDHA5",0.0104442068372719,0.155952380952381,0.333333333333333,0.0833333333333333,-1,0,1,1.42012464
"P10826:Q9NYG2","RARB","ZDHHC3",0.205773881938112,0.148228079110432,0.425,0.162698412698413,-1,0,1,16.1248710321526
"A2RRH5:Q9BZJ0","WDR27","CRNKL1",0.782728780830442,0,0.543027210884354,0.625,-1,0,1,4.7996129606166
"A1L168:Q96SW2","C20orf202","CRBN",0.454081157117045,0,0,0.952941176470588,-1,0,1,1.27216836
"A2RU54:Q6UUV9","HMX2","CRTC1",-0.10093771986398,0.277263014763015,0.426666666666667,0.18125,-1,0,1,1.54394070435
"A4D1F6:Q13503","LRRD1","MED21",0.173295665759358,0.111859668109668,0.238888888888889,0,-1,0,1,1.2639109296
"A2RU67:O60888","FAM234B","CUTA",0.177460287550172,0,0.346666666666667,0.904761904761905,-1,0,1,1.739548041
"A1A4F0:Q96PE7","SLC66A1LP","MCEE",0,0.0684523809523809,0.1,0.764285714285714,-1,0,1,0.1144837875
"A1L453:P28331","PRSS38","NDUFS1",-0.0247858250960683,0.111507936507937,0.190692640692641,0.133239962651727,-1,0,1,2.05459051415436
"A2VDF0:P06703","FUOM","S100A6",0.00275668810219528,0.127380952380952,0.403333333333333,0.221428571428571,-1,0,1,4.42814292
"A5A3E0:Q9Y577","POTEF","TRIM17",0.568560730195126,0.143015873015873,0.571428571428571,0.839474678760393,-1,0,1,75.99622224
"A2A2Z9:P07766","ANKRD18B","CD3E",-0.0973806301463019,0,0,0,-1,0,1,3.184114048
"A5PLN7:Q5VYX0","FAM149A","RNLS",-0.0837675506778724,0,0,0,-1,0,1,0.47762451
"A1L020:Q5VYX0","MEX3A","RNLS",0.372775609597748,0,0.5,0.188265306122449,-1,0,1,2.165231112
"A4D1P6:P63220","WDR91","RPS21",0.635168773547058,0.158333333333333,0.734013605442177,0.727272727272727,-1,0,1,2.98474884398768
"A1Z1Q3:O15239","MACROD2","NDUFA1",0.139614492706303,0.102777777777778,0.185267857142857,0.142857142857143,-1,0,1,1.40296281
"A1KZ92:Q4G0W2","PXDNL","DUSP28",-0.0418409522705383,0.144230769230769,0,0.142857142857143,-1,0,1,1.278009414
"A0PJZ3:P62487","GXYLT2","POLR2G",0.370032230198153,0.0740829346092504,0.485852981969487,0.122068903318903,-1,0,1,3.30711162
"A1A4Y4:P04234","IRGM","CD3D",0.786172917209398,0.149891774891775,0.279485049833887,0.6,-1,0,1,1.278009414
"A3QJZ6:P49005","PRAMEF22","POLD2",0,0.0917482517482518,0.442045454545455,0.16468253968254,-1,0,1,1.40296281
"A6BM72:Q5VYX0","MEGF11","RNLS",-0.029508240460423,0.143127705627706,0.25,0.295408163265306,-1,0,1,1.278009414
"A2A3K4:P50225","PTPDC1","SULT1A1",-0.11293963314647,0.103302253302253,0.555555555555556,0.500496031746032,-1,0,1,0.13332
"A5PLK6:Q8IUQ4","RGSL1","SIAH1",0.306837903286563,0,0.453846153846154,0,-1,0,1,7.0438182144
"A0PJX8:Q96FW1","TMEM82","OTUB1",-0.32584555397198,0,0.366666666666667,0,-1,0,1,1.1757
"A4D2P6:Q16552","GRID2IP","IL17A",0.0125798634441032,0.12049062049062,0.193333333333333,0,-1,0,1,0.840758336
"A2RUH7:P35222","MYBPHL","CTNNB1",-0.113254798795659,0.183647029299203,0.374092261904762,0.938074712643678,-1,0,1,7.4245601903715
"A4QPB2:Q13098","LRP5L","GPS1",0.400961199482851,0,0,0,-1,0,1,1.601984800449
"A1L4H1:P62314","SSC5D","SNRPD1",0.148401451134195,0.0995980210265925,0.284216589861751,0.857407407407407,-1,0,1,1.62238326
"A1L188:Q9NXR7","NDUFAF8","BABAM2",0.0314784394485324,0.0922163044567889,0.22258064516129,0.875,-1,0,1,2.7919042029
"A1KXE4:Q16548","FAM168B","BCL2A1",-0.100464454520539,0,0.416666666666667,0.935897435897436,-1,0,1,3.8216288
"A2NJV5:Q9NZ42","IGKV2-29","PSENEN",0.0525938885969709,0.119887057387057,0.627040816326531,0,-1,0,0,0
"A2RTY3:Q9GZQ3","HEATR9","COMMD5",0.0404374743081346,0,0,1,-1,0,1,2.006022942
"A1L162:O15392","ERICH2","BIRC5",0.436499687079944,0,0,0.890437370600414,-1,0,1,0.7135864157796
"A4D2B0:Q8NCP5","MBLAC1","ZBTB44",0.458491363209086,0,1,0.880769230769231,-1,0,1,0.7076720112
"A2VCK2:P62072","DCDC2B","TIMM10",0.156570108854455,0.0852272727272727,0.188095238095238,0.76031746031746,-1,0,1,1.280484156687
"A4D2B0:Q5T8P6","MBLAC1","RBM26",0.525323325063062,0,1,0.491666666666667,-1,0,1,0.7701987186
"A0PJW8:Q5VYX0","DAPL1","RNLS",0.0116507540347902,0.149394586894587,0,0.295408163265306,-1,0,1,0.764199216
"A0PJZ3:P19634","GXYLT2","SLC9A1",0.223225136076986,0.0773767374882936,0.620238095238095,0.104211556417439,-1,0,1,2.8404912
"A5A3E0:P62753","POTEF","RPS6",-0.0387345501935539,0.164123376623377,0.413095238095238,0.68859649122807,-1,0,1,12.409163741007
"A1L167:P62263","UBE2QL1","RPS14",-0.386241947302697,0.10357592699698,0.467006802721088,0.7375,-1,0,1,3.40558961104656
"A2RUB1:Q9Y535","MEIOC","POLR3H",0.0641279994104066,0.143506493506493,0.341666666666667,0,-1,0,1,0.69945796107
"A4D0T7:O95297","SMIM30","MPZL1",0.384812811536198,0.118055555555556,0.242063492063492,0.866666666666667,-1,0,1,1.1933
"P11177:P60368","PDHB","KRTAP10-2",0.0408366984012339,0,0.321428571428571,0,-1,0,1,0.58813612
"O60244:Q93098","MED14","WNT8B",-0.059045862640925,0.139787758537759,0.5,0.388888888888889,-1,0,1,1.00435536
"O60262:Q6PGQ1","GNG7","DRICH1",-0.0417940715290468,0,0,1,-1,0,1,2.08198606
"O60244:Q8N7B6","MED14","PACRGL",0.311630028552232,0,0,1,-1,0,1,2.51876625
"O60262:O94762","GNG7","RECQL5",-0.189907980275097,0.115598637473637,0.285714285714286,0.26998556998557,-1,0,1,5.5788282
"O60341:O75069","KDM1A","TMCC2",-0.127217559628604,0.25,0.316666666666667,1,-1,0,1,5.991080832
"O60291:Q9NYP3","MGRN1","DONSON",0.54724311896595,0.0969636844636845,0.598214285714286,1,-1,0,1,0.326442
"O60232:Q75N03","ZNRD2","CBLL1",0.831636402091808,0.148589065255732,0.365238095238095,0.508730158730159,-1,0,1,2.0910979716858
"O60262:Q4AE62","GNG7","GTDC1",0.217195266580531,0.104166666666667,0.25,0.125,-1,0,1,5.0922032
"O60290:P40306","ZNF862","PSMB10",0.156695897517692,0.236111111111111,0.484285714285714,0.884523809523809,-1,0,1,0.429397056
"O60291:P0DW14","MGRN1","TAF11L10",0,0.333333333333333,0.166666666666667,0.375,-1,0,0,0
"O60258:Q6IAA8","FGF17","LAMTOR1",-0.177395355305878,0.203287214577537,0.160357142857143,0.836481033091203,-1,0,1,2.8404912
"O60232:P50591","ZNRD2","TNFSF10",0.0953659407906576,0.145824175824176,0.466666666666667,0.85297619047619,-1,0,1,1.070056064
"O60268:Q9Y376","KIAA0513","CAB39",-0.0188950529373486,0,0.382777777777778,0,-1,0,1,2.1077
"O60237:P54727","PPP1R12B","RAD23B",0.177527709709131,0.103860028860029,0.792063492063492,0.886625514403292,-1,0,1,3.4194885199776
"O60284:P01116","ST18","KRAS",0.0246599799548273,0.140902405675133,0.332857142857143,0.169828722002635,-1,0,1,0.662671548
"O60291:Q96QD9","MGRN1","FYTTD1",0.462884650077335,0.125,0.361111111111111,0.804166666666667,-1,0,1,0.726109472
"O60244:Q9Y6E7","MED14","SIRT4",0.0053277449229723,0.0903465873528898,0.21875,0.422867063492063,-1,0,1,11.738753136
"O60235:P0CG47","TMPRSS11D","UBB",-0.0931885178126964,0.123279661514956,0.486647546207776,0.974242424242424,-1,0,1,2.59266966102876
"O60248:P32238","SOX15","CCKAR",-0.121051275614472,0.164186507936508,0.388888888888889,0.194444444444444,-1,0,1,45.43660889856
"O43920:Q969Q6","NDUFS5","PPP2R3C",0.183304365231143,0.103076444252915,0.266666666666667,0.927272727272727,-1,0,1,2.7714
"O60284:P68431","ST18","H3C1; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8; H3C10; H3C11; H3C12",0,0,0,0,-1,0,1,0.9540147108
"O60243:Q9BXU0","HS6ST1","TEX12",0.120733394558559,0.101010101010101,0.277777777777778,1,-1,0,1,1.87853346
"O60291:Q9NXF1","MGRN1","TEX10",0.596723270318986,0,0.480429292929293,1,-1,0,1,0.499276064
"O60306:Q1W4C9","AQR","SPINK13",0.197599317332226,0.1,0.5,0.5625,-1,0,1,0.4348480664
"O60244:Q6UXS9","MED14","CASP12",0.527193473556648,0.104482323232323,0.35,0.142857142857143,-1,0,1,2.275245588
"O60220:P60891","TIMM8A","PRPS1",0.579679798728235,0.251677615313979,0.191666666666667,0.956386408730159,-1,0,1,37.1249538
"O60243:Q9HAW0","HS6ST1","BRF2",0.167275552674756,0.104076479076479,0.228571428571429,0.480555555555556,-1,0,1,3.8216288
"O60266:P15509","ADCY3","CSF2RA",-0.014334905313134,0.309523809523809,0.896130952380952,0.415,-1,0,1,12.3231794976
"O60260:Q9Y6M9","PRKN","NDUFB9",0.734434573615876,0.159238215488215,0.242857142857143,0.890625,-1,0,1,3.097922921016
"O60291:P80108","MGRN1","GPLD1",0.465979318805178,0.128588633588634,0.480442176870748,0.105396825396825,-1,0,1,1.647484896
"O60225:P40227","SSX5","CCT6A",0.0414348005127882,0.0918590668590669,0.174603174603175,0.787615740740741,-1,0,1,1.06060504
"O60269:P61218","GPRIN2","POLR2F",-0.0443813459847776,0.0755494505494506,0.316210889381621,0.1375,-1,0,1,1.88756194
"O60306:Q9H741","AQR","SPRING1",0.214708671939927,0.0769230769230769,0.333333333333333,1,-1,0,1,1.334892768
"O60291:Q12860","MGRN1","CNTN1",0.455954946792149,0.161772486772487,0.472916666666667,0.708333333333333,-1,0,1,3.6017428416
"O43927:Q7RTV0","CXCL13","PHF5A",0.260027732324008,0.0994490358126722,0.307312925170068,0.392361111111111,-1,0,1,0.1385856375
"O60262:Q00889","GNG7","PSG6",-0.00676413377760178,0.25,0.333333333333333,0,-1,0,1,2.7520002
"O60269:P50553","GPRIN2","ASCL1",-0.0344335374298125,0.0975126283030695,0.208333333333333,0.579976851851852,-1,0,1,4.2428001
"P31947:P62879","SFN","GNB2",0.348865880702345,0.583333333333333,0.559977324263038,0.936692506459948,-1,0,1,222.423727928488
"P31947:P55895","SFN","RAG2",-0.0544356017456742,0.13222904546434,0.35,0.230952380952381,-1,0,1,4154.30816956105
"P31483:Q6P587","TIA1","FAHD1",-0.0326966981780077,0.111111111111111,0.378125,0.514285714285714,-1,0,1,0.8755975956
"P31785:Q15406","IL2RG","NR6A1",0.00365063470192276,0.198015873015873,0.575,0.21031746031746,-1,0,1,9.970124112
"P31260:Q93015","HOXA10","NAA80",0.0929709541728185,0.0888888888888889,0.833333333333333,0.385833333333333,-1,0,1,0.305775180225
"P31942:Q06265","HNRNPH3","EXOSC9",0.738677303498533,0.234087301587302,0.294960317460317,0.622936507936508,-1,0,1,63.78438312378
"P32246:Q16348","CCR1","SLC15A2",0.0777170050053433,0.144464285714286,0.675170068027211,0.750204081632653,-1,0,1,0.270411
"P31948:Q13613","STIP1","MTMR1",0.531159613075939,0.0714285714285714,0.619047619047619,0.141414141414141,-1,0,1,140.475834147
"P31749:Q99496","AKT1","RNF2",0.583333669096813,0.218730158730159,0.637992831541219,0.955439193221148,-1,0,1,100.963199366626
"P32004:P46779","L1CAM","RPL28",-0.232485194318479,0.177777777777778,0.388644688644689,0.769230769230769,-1,0,1,8.246983206
"P31947:Q9H0B3","SFN","IQCN",-0.0352941071644855,0.25,0.75,1,-1,0,1,192.49070642043
"P01780:P47813","IGHV3-7","EIF1AX",-0.156985142138962,0.17037037037037,0.402222222222222,0.397619047619048,-1,0,1,0.0573196811148
"P01850:Q9H9L4","TRBC1","KANSL2",0.355833888922818,0.125,0.418452380952381,0,-1,0,1,0.154749375
"P01857:Q9UNQ2","IGHG1","DIMT1",0.0551551132300544,0.104545454545455,0.323809523809524,0.158181818181818,-1,0,1,0.210495241
"P01861:Q7RTU5","IGHG4","ASCL5",-0.110905769425696,0.0769230769230769,0.35,0.214583333333333,-1,0,1,0.271626
"P01861:Q86UW1","IGHG4","SLC51A",0.126514387573078,0.110714285714286,0.65625,0.339285714285714,-1,0,1,0.13177098
"P01861:Q15067","IGHG4","ACOX1",0.0617277693837068,0.104908103592314,0.236394557823129,0.180882352941176,-1,0,1,0.349080369
"P01860:P50222","IGHG3","MEOX2",-0.0673616091526684,0.115827228327228,0.346666666666667,0.483941404090658,-1,0,1,0.05360339385
"P01848:P02489","TRAC","CRYAA",-0.0708236643162838,0.137229437229437,0.298611111111111,0,-1,0,1,4.138302
"P01861:P47871","IGHG4","GCGR",-0.00690200134683301,0.144746572871573,0.932692307692308,0.170238095238095,-1,0,1,0.3369762
"P01732:Q8N4Z0","CD8A","RAB42",0.356877145070836,0,1,0.340277777777778,-1,0,1,0.700515948
"P01854:Q8N8N7","IGHE","PTGR2",-0.245043467149192,0.0769230769230769,0.5,0.357142857142857,-1,0,1,0.078113418
"P01857:Q8N9U0","IGHG1","TC2N",0.113803496071635,0,0.2,0,-1,0,1,0.623715972
"P01861:P08235","IGHG4","NR3C2",-0.0404252066537544,0.10952380952381,0.455555555555555,0.220238095238095,-1,0,1,1.58026347765
"P01850:Q9NVI7","TRBC1","ATAD3A",0.0946439341343369,0.148268398268398,0.236363636363636,0,-1,0,1,15.0677060226
"P01848:Q9Y232","TRAC","CDYL",0.18227256663282,0.0953846153846154,0.229166666666667,0,-1,0,1,1.727029194
"P01857:Q9UIK4","IGHG1","DAPK2",0.0627713506585707,0.133507091199399,0.281944444444444,0.330208333333333,-1,0,1,2.49910715628
"P01732:Q9Y330","CD8A","ZBTB12",0.00258727948451638,0.164285714285714,0.5,0.520634920634921,-1,0,1,0.520670502
"P01859:Q96KN7","IGHG2","RPGRIP1",0.0121048128685411,0.117171717171717,0.433333333333333,1,-1,0,1,2.275245588
"P01859:Q9Y5E6","IGHG2","PCDHB3",-0.125084877111699,0.132479557479557,0.75,0.583333333333333,-1,0,1,0.40069358835
"P01854:P08183","IGHE","ABCB1",0.109573860154642,0.142724867724868,0.673593073593074,0.204239766081871,-1,0,1,0.597361776
"P55769:P82909","SNU13","KGD4",0,0.103896103896104,0.190625,0.25,-1,0,1,1.7771045534
"P55769:Q96RK1","SNU13","CITED4",-0.142914654877215,0.0888888888888889,0.566666666666667,0.166666666666667,-1,0,1,1.16135646
"P55769:Q9Y4M8","SNU13","LINC00588",0.111434920887798,0,0,1,-1,0,1,0.045226314
"P55769:Q8WWG1","SNU13","NRG4",0.347297769290681,0.0769230769230769,0.494791666666667,0.854166666666667,-1,0,1,0.177596562
"P55769:Q96DR8","SNU13","MUCL1",0.0109933898585367,0,0.220634920634921,1,-1,0,1,1.1757
"P55061:P62487","TMBIM6","POLR2G",0.381333333043989,0.155555555555556,0.485852981969487,0.942857142857143,-1,0,1,0.664221438
"P55087:P62249","AQP4","RPS16",-0.473973270524975,0.125514069264069,0.410902255639098,0.5625,-1,0,1,1.40296281
"P55036:Q8NGM1","PSMD4","OR4C15",0,0.0773809523809524,0.333333333333333,0.2,-1,0,1,0.159090756
"P55107:Q16633","GDF10","POU2AF1",-0.155598149993392,0.100694444444444,0.2,0.306087662337662,-1,0,1,1.138158
"P55317:Q8NCC3","FOXA1","PLA2G15",-0.113622088766461,0.142545351473923,0.453231292517007,0.170578231292517,-1,0,1,0.47762451
"P55822:Q12834","SH3BGR","CDC20",-0.110189169504557,0,0.451572327044025,0.954868514570007,-1,0,1,2.2134571905834
"P55036:P62899","PSMD4","RPL31",0.405210351063225,0.147619047619048,0.676984126984127,0.791666666666667,-1,0,1,435.386993893394
"P55317:Q9BSA4","FOXA1","TTYH2",-0.242161633718984,0.12037037037037,0.295238095238095,0.447474747474747,-1,0,1,0.293787714
"P55010:Q52LA3","EIF5","LIN52",0.486903427220453,0.2,0.470238095238095,1,-1,0,1,2.51876625
"P55317:Q6VVB1","FOXA1","NHLRC1",-0.129126030869302,0.127991452991453,0.455555555555555,0.600854700854701,-1,0,1,2.3666841
"P55036:Q5VXH4","PSMD4","PRAMEF6",0.370151600526308,0.337450769781597,0.25,0.333333333333333,-1,0,1,0.176355
"P55011:Q9UL46","SLC12A2","PSME2",0.0181218944244289,0.105555555555556,0.489101274312542,0.928571428571428,-1,0,1,1.761104544
"P55317:Q5TD94","FOXA1","RSPH4A",-0.101584895563942,0.151675485008818,0.315151515151515,0,-1,0,1,0.47762451
"P55289:Q5VYX0","CDH12","RNLS",0.0798232653900601,0.143127705627706,0.333333333333333,0.271825396825397,-1,0,1,0.520670502
"P54845:P63244","NRL","RACK1",-0.287903750199803,0.132488355190561,0.502380952380952,0.835188261351052,-1,0,1,1.028494518876
"P11686:Q2M2W7","SFTPC","C17orf58",-0.0543057583969001,0,0.25,0,-1,0,1,0.379110006
"P11836:Q9Y6E2","MS4A1","BZW2",-0.0748171971018648,0.111111111111111,0.5,0.9,-1,0,1,1.1958382584
"P11686:P59190","SFTPC","RAB15",-0.00143629951892462,0.106363636363636,0.297619047619048,0.412037037037037,-1,0,1,2.653770042
"P11686:Q6V702","SFTPC","CFAP299",0.00226833497121133,0,0.35,1,-1,0,1,0.5473984989
"P11908:P35754","PRPS2","GLRX",-0.143519577642031,0.3125,0.647619047619048,0.510204081632653,-1,0,1,3.2768257608
"P11245:Q96PE7","NAT2","MCEE",0.168972179440505,0.132275132275132,0.2,0.764285714285714,-1,0,1,1.5818
"P11836:Q8N9W6","MS4A1","BOLL",-0.0273505181230219,0.120707070707071,0.5,0.949305555555556,-1,0,1,9.898018592
"P11686:Q9BXK5","SFTPC","BCL2L13",0.0275767594062511,0.123863167061696,0.321428571428571,0.986328125,-1,0,1,5.1096886074
"P11177:Q6Y288","PDHB","B3GLCT",0.264996777108412,0.140873015873016,0.25,0.180952380952381,-1,0,1,4.42814292
"P11586:Q9BZI7","MTHFD1","UPF3B",0.294745527250702,0.114123376623377,0.553703703703704,0.909302325581395,-1,0,1,3.219447264
"P11686:Q96G46","SFTPC","DUS3L",0.0112896851023973,0.0893939393939394,0,0.287301587301587,-1,0,1,0.50748676363176
"P11801:Q99471","PSKH1","PFDN5",0.658073035083285,0.138360805860806,0.412121212121212,0.987903225806452,-1,0,1,0.347729415157268
"P11177:Q13151","PDHB","HNRNPA0",0.419211022565469,0.0983796296296296,0.445833333333333,0.522023809523809,-1,0,1,2.7826264375
"P10916:P27694","MYL2","RPA1",-0.0644996193768192,0.113337074448186,0.470250896057348,0.832506053268765,-1,0,1,0.281780019
"P11836:P17031","MS4A1","ZNF26",0.544244127217243,0,0,0.885714285714286,-1,0,1,2.670061728
"P11021:Q9H944","HSPA5","MED20",0.570898822552326,0.460275689223058,0.361111111111111,0.931111111111111,-1,0,1,3.458873484
"P11216:Q99613","PYGB","EIF3C",0.234956491407507,0.110762253619396,0.364583333333333,0.753205128205128,-1,0,1,3.36768306
"P11216:P62068","PYGB","USP46",0.140276313879498,0.0897831335331335,0.566666666666667,0.688636363636364,-1,0,1,6.23269824
"P31947:P80162","SFN","CXCL6",-0.0450053653247372,0.183492063492064,0.583333333333333,0.571428571428571,-1,0,1,0.3722509906038
"P32238:Q9BXB7","CCKAR","SPATA16",-0.0132649011343453,0.208333333333333,0.17037037037037,0,-1,0,1,1.227342204
"P32456:Q9Y3C7","GBP2","MED31",0.146414379623847,0.0999594155844156,0.383333333333333,0.785185185185185,-1,0,1,1.7743082236
