ppi,pDockQ,PPV,prot1,prot2,ipTM,iptm_ptm,pTM,pLDDT,pAE,ranking_confidence,LIS,LIA,inter_pae,inter_pae_select,LIA_std,LIA_median,LIA_top5_avg,LIA_top10_avg,LIA_percentage,min_pae_inter,top5_pae_inter,interface_residues_a,interface_residues_b,mean_participation,pae_inter_25th,pae_inter_50th,pae_inter_75th,total_pae_below_cutoff,normalized_interchain,normalized_total,cLIS,cLIA,iplddt_mean,iplddt_chain_a,iplddt_chain_b,ipae_mean,ipae_median,ipae_chain_b,ipae_chain_a,pdockq2_mean,non_struct_label,str_label,nonstr_label_name,str_label_name,is_homo
O43865:Q96F24,0.2462972428027836,0.785,O43865,Q96F24,0.24,0.276,0.42,66.22,24.946,0.46,0.0,0,29.055,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,94345,0.0,0.1413431532205025,0.0,0,69.066,79.772,58.361,0.168,0.168,0.172,0.164,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
O43809:Q9H4B8,0.1361469925843802,0.706,O43809,Q9H4B8,0.28,0.336,0.56,77.32,20.47,0.45,0.053,19,28.973,11.361,0.063,0.033,0.105,0.07,0.009,0.3,"[0.3, 0.075, 0.067, 0.042, 0.042]",0.881057268722467,2.8688524590163933,1.8749548638694304,0.0083333333333333,0.0333333333333333,0.0416666666666666,167741,8.575864808261717e-05,0.3281158002836324,0.057,3,66.487,46.857,86.116,0.267,0.267,0.26,0.274,0.014,0,-1,non-interacting pairs,not found in same PDB complex,False
O43915:P36941,0.0823162548006632,0.667,O43915,P36941,0.15,0.18,0.3,59.38,27.487,0.41,0.0,0,30.504,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,53892,0.0,0.0865705735228209,0.0,0,63.861,57.981,69.742,0.137,0.137,0.147,0.127,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
O43865:Q8N6G5,0.3654696725967927,0.855,O43865,Q8N6G5,0.33,0.358,0.47,76.57,21.716,0.47,0.023,7,28.452,11.725,0.022,0.017,0.035,0.027,0.001,0.067,"[0.067, 0.05, 0.033, 0.017, 0.008]",0.3773584905660377,0.3690036900369003,0.373181090301469,0.0083333333333333,0.0166666666666666,0.0416666666666666,324505,1.2184084104991994e-05,0.2823786269213633,0.019,2,68.489,55.037,81.942,0.255,0.255,0.238,0.271,0.014,0,-1,non-interacting pairs,not found in same PDB complex,False
O43889:P0CG36,0.046138569364313,0.636,O43889,P0CG36,0.13,0.154,0.25,55.9,28.346,0.52,0.0,0,30.559,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,24302,0.0,0.0688761917718146,0.0,0,82.94,88.535,77.345,0.282,0.282,0.297,0.267,0.018,0,-1,non-interacting pairs,not found in same PDB complex,False
P10747:Q9UP79,0.2721952332823418,0.802,P10747,Q9UP79,0.24,0.292,0.5,69.65,23.005,0.37,0.0,0,28.683,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,233936,0.0,0.1902102723759453,0.0,0,64.914,46.382,83.446,0.185,0.185,0.182,0.187,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
A0A5B6:Q9NS68,0.0658818989107539,0.636,A0A5B6,Q9NS68,0.24,0.252,0.3,57.41,27.036,0.55,0.0,0,28.689,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,28455,0.0,0.0986756551501721,0.0,0,76.304,83.436,69.172,0.192,0.192,0.189,0.196,0.012,0,-1,non-interacting pairs,not found in same PDB complex,False
A0PJE2:Q8IUQ4,0.0616106341556927,0.636,A0PJE2,Q8IUQ4,0.14,0.204,0.46,70.85,20.609,0.23,0.0,0,28.865,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,97537,0.0,0.2718414943102165,0.0,0,53.003,34.225,71.782,0.163,0.163,0.168,0.159,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
A0A286YF18:Q96E93,0.1005738141248514,0.686,A0A286YF18,Q96E93,0.13,0.178,0.37,62.84,24.91,0.48,0.037,32,29.507,11.552,0.027,0.025,0.085,0.065,0.055,0.133,"[0.133, 0.083, 0.083, 0.067, 0.058]",1.342281879194631,8.717948717948717,5.030115298571674,0.0145833333333332,0.025,0.0416666666666666,19456,0.0005506797453106,0.1644131963223364,0.05,5,71.361,71.309,71.412,0.339,0.339,0.341,0.337,0.019,0,-1,non-interacting pairs,not found in same PDB complex,False
A0A1W2PRV1:O94941,0.0283385474533797,0.559,A0A1W2PRV1,O94941,0.21,0.238,0.35,59.82,27.08,0.43,0.0,0,29.864,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,59058,0.0,0.1081408698804843,0.0,0,76.424,68.715,84.133,0.173,0.173,0.187,0.16,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
A0AUZ9:P43629,0.0543126436391651,0.636,A0AUZ9,P43629,0.16,0.188,0.3,50.93,29.868,0.53,0.0,0,31.322,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,88673,0.0,0.0433024166394418,0.0,0,64.522,73.014,56.029,0.13,0.13,0.136,0.123,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
A0A494BZU2:Q9HD33,0.0447848560779188,0.636,A0A494BZU2,Q9HD33,0.1,0.174,0.47,64.81,20.477,0.4,0.0,0,28.191,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,24633,0.0,0.3075703280100887,0.0,0,50.734,33.024,68.444,0.15,0.15,0.136,0.164,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
A0A5B9:Q9BYT8,0.2095875721856505,0.759,A0A5B9,Q9BYT8,0.12,0.24,0.72,85.79,14.83,0.28,0.0,0,30.42,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,455200,0.0,0.585147135195726,0.0,0,87.046,85.741,88.351,0.108,0.108,0.109,0.107,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
A0AVT1:P31153,0.5683646767083181,0.924,A0AVT1,P31153,0.23,0.32,0.68,82.17,17.845,0.34,0.0,0,28.325,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,807857,0.0,0.3858312768738696,0.0,0,68.258,62.752,73.763,0.125,0.125,0.12,0.13,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
A0AVT1:Q8IV03,0.2408008993019731,0.778,A0AVT1,Q8IV03,0.53,0.574,0.75,79.56,16.069,0.68,0.155,14958,28.184,10.136,0.105,0.175,0.478,0.472,3.118,0.483,"[0.483, 0.483, 0.483, 0.475, 0.467]",69.3916349809886,9.210526315789473,39.30108064838903,0.0916666666666666,0.1749999999999999,0.2666666666666666,791664,0.0311812087252351,0.483193359375,0.253,79,70.394,89.569,51.218,0.349,0.349,0.332,0.366,0.022,0,-1,non-interacting pairs,not found in same PDB complex,False
A0A5B6:Q9UIV8,0.0977934246169151,0.667,A0A5B6,Q9UIV8,0.13,0.246,0.71,80.71,14.682,0.28,0.0,0,27.902,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,138056,0.0,0.5413430055876874,0.0,0,77.493,73.771,81.214,0.15,0.15,0.141,0.158,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
A0A7P0TBJ1:O75628,0.2041218624919273,0.759,A0A7P0TBJ1,O75628,0.19,0.226,0.37,58.12,26.02,0.46,0.071,540,29.288,11.151,0.056,0.083,0.24,0.233,0.332,0.25,"[0.25, 0.242, 0.242, 0.233, 0.233]",3.6630036630036633,34.56375838926174,19.113381026132704,0.0416666666666666,0.0833333333333333,0.125,41400,0.0033188288221845,0.1269778954180609,0.1,7,67.619,75.04,60.197,0.191,0.191,0.195,0.186,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
A0AVT1:P49888,0.4680675314261472,0.886,A0AVT1,P49888,0.21,0.31,0.71,83.32,16.842,0.33,0.0,0,29.007,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,791882,0.0,0.4370894776002419,0.0,0,65.279,60.767,69.791,0.117,0.117,0.115,0.119,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
A0AVT1:Q9UJV9,0.4238930200999853,0.871,A0AVT1,Q9UJV9,0.24,0.308,0.58,77.08,21.663,0.36,0.0,0,29.785,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,638881,0.0,0.227986465287502,0.0,0,63.502,65.307,61.697,0.14,0.14,0.141,0.139,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
A0AVT1:B3SHH9,0.1636782610355866,0.73,A0AVT1,B3SHH9,0.29,0.376,0.72,80.47,16.496,0.4,0.0,0,28.5,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,689304,0.0,0.4240239907727797,0.0,0,66.299,69.781,62.816,0.2,0.2,0.226,0.175,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
A0A3B3IRV3:P49841,0.0780982077269404,0.667,A0A3B3IRV3,P49841,0.19,0.276,0.62,82.44,17.71,0.32,0.0,0,28.399,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,152133,0.0,0.4211865415654995,0.0,0,88.996,85.594,92.397,0.134,0.134,0.125,0.143,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
A0A5B6:Q8TAF8,0.0726949336607957,0.667,A0A5B6,Q8TAF8,0.15,0.226,0.53,70.85,18.221,0.31,0.0,0,27.341,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,40404,0.0,0.3643643643643643,0.0,0,64.268,75.311,53.224,0.174,0.174,0.185,0.163,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
A0A5B6:Q9BWW9,0.1207964391708553,0.706,A0A5B6,Q9BWW9,0.29,0.288,0.28,45.76,26.216,0.46,0.031,4,29.533,11.625,0.035,0.012,0.031,0.031,0.004,0.092,"[0.092, 0.017, 0.008, 0.008, 0.0]",1.7543859649122806,0.4618937644341801,1.1081398646732303,0.0083333333333333,0.0124999999999999,0.0354166666666666,24336,4.051699688019124e-05,0.0813344518380129,0.012,2,57.304,81.76,32.847,0.28,0.28,0.292,0.268,0.013,0,-1,non-interacting pairs,not found in same PDB complex,False
A0A2R8Y4L2:P04439,0.6127772902896084,0.94,A0A2R8Y4L2,P04439,0.58,0.554,0.45,67.78,23.608,0.73,0.476,4704,28.775,6.288,0.255,0.55,0.873,0.868,2.343,0.875,"[0.875, 0.875, 0.875, 0.875, 0.867]",4.727272727272728,70.41095890410959,37.56911581569116,0.2666666666666666,0.5499999999999999,0.7333333333333334,81818,0.0234321295143212,0.1997509765625,0.732,112,81.267,71.355,91.179,0.404,0.404,0.414,0.393,0.033,0,-1,non-interacting pairs,not found in same PDB complex,False
A0A5B6:Q9P2B7,0.0485720045519335,0.636,A0A5B6,Q9P2B7,0.36,0.334,0.23,52.73,29.452,0.75,0.033,11,30.528,11.6,0.041,0.067,0.097,0.073,0.009,0.175,"[0.175, 0.083, 0.075, 0.075, 0.075]",0.0,1.6917293233082706,0.8458646616541353,0.0416666666666666,0.0666666666666667,0.075,19356,9.06872444268566e-05,0.0463821181071418,0.052,2,83.292,89.642,76.941,0.314,0.314,0.375,0.254,0.021,0,-1,non-interacting pairs,not found in same PDB complex,False
A0FGR9:Q16540,0.2199399075000767,0.778,A0FGR9,Q16540,0.11,0.17,0.41,66.1,26.317,0.32,0.0,0,31.256,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,128572,0.0,0.1191009716346416,0.0,0,81.526,78.98,84.071,0.094,0.094,0.094,0.095,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
P10826:Q9NTW7,0.2883857114484063,0.802,P10826,Q9NTW7,0.18,0.216,0.36,62.24,27.741,0.4,0.0,0,30.845,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,107846,0.0,0.0891289256198347,0.0,0,76.546,87.801,65.29,0.125,0.125,0.133,0.117,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P10721:Q9NPD3,0.1099022272865514,0.686,P10721,Q9NPD3,0.16,0.196,0.34,70.82,26.136,0.27,0.0,0,30.649,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,202659,0.0,0.1359360253709148,0.0,0,65.266,53.91,76.623,0.118,0.118,0.118,0.119,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
P30519:Q15906,0.0257508034273925,0.559,P30519,Q15906,0.12,0.174,0.39,70.44,26.948,0.48,0.0,0,31.175,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,60619,0.0,0.1310964532871972,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0,-1,non-interacting pairs,not found in same PDB complex,False
P30518:P49458,0.079337048582451,0.667,P30518,P49458,0.27,0.322,0.53,62.07,20.146,0.43,0.0,0,26.349,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,58394,0.0,0.2795991362180331,0.0,0,61.6,52.295,70.905,0.168,0.168,0.159,0.177,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P30408:P54619,0.0953570356000878,0.667,P30408,P54619,0.18,0.252,0.54,77.35,18.456,0.27,0.004,1,28.768,11.95,0.0,0.008,0.008,0.008,0.001,0.008,"[0.008, 0.0, 0.0, 0.0, 0.0]",0.495049504950495,0.0,0.2475247524752475,0.0083333333333333,0.0083333333333333,0.0083333333333333,114288,7.478089198647961e-06,0.4022964634322342,0.004,1,59.99,36.421,83.559,0.21,0.21,0.197,0.223,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
P30566:Q71DI3,0.2618509587166199,0.785,P30566,Q71DI3,0.13,0.252,0.74,83.77,14.26,0.3,0.0,0,29.102,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,223118,0.0,0.5804318418314256,0.0,0,75.892,90.346,61.439,0.115,0.115,0.108,0.122,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P31153:P81277,0.0292989830074631,0.559,P31153,P81277,0.09,0.226,0.77,82.53,12.815,0.33,0.0,0,30.005,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,143276,0.0,0.6167077013136826,0.0,0,67.802,97.236,38.368,0.119,0.119,0.124,0.115,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
P31153:Q9UL15,0.3022142523497308,0.812,P31153,Q9UL15,0.18,0.242,0.49,80.42,20.153,0.25,0.0,0,29.674,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,219374,0.0,0.3094289695950711,0.0,0,76.902,69.775,84.029,0.147,0.147,0.15,0.145,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P30520:P61758,0.0733922257356119,0.667,P30520,P61758,0.16,0.262,0.67,79.28,16.447,0.31,0.0,0,27.949,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,199569,0.0,0.4680224854541063,0.0,0,78.134,87.961,68.308,0.164,0.164,0.165,0.163,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
P30281:Q9BXI3,0.1619720414690369,0.73,P30281,Q9BXI3,0.14,0.206,0.47,71.59,20.731,0.28,0.0,0,28.841,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,128197,0.0,0.2942998163452709,0.0,0,69.273,78.823,59.723,0.132,0.132,0.132,0.132,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P30405:Q9Y376,0.2295565915155828,0.778,P30405,Q9Y376,0.31,0.368,0.6,83.79,17.337,0.41,0.197,677,28.251,9.639,0.172,0.2,0.615,0.602,0.48,0.625,"[0.625, 0.625, 0.608, 0.608, 0.608]",78.74396135265701,1.466275659824047,40.10511850624053,0.075,0.2,0.3666666666666667,129953,0.0047955005879269,0.4327381586658852,0.212,58,75.181,88.447,61.914,0.456,0.456,0.436,0.476,0.04,0,-1,non-interacting pairs,not found in same PDB complex,False
P30405:Q5T2W1,0.2789801609760609,0.802,P30405,Q5T2W1,0.17,0.21,0.37,74.11,24.423,0.31,0.0,0,29.279,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,95681,0.0,0.1815316956188481,0.0,0,67.4,64.978,69.823,0.183,0.183,0.165,0.201,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
P31153:P58005,0.4988186192145109,0.9,P31153,P58005,0.12,0.194,0.49,77.03,20.584,0.24,0.0,0,30.51,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,271237,0.0,0.3447479501607206,0.0,0,80.476,80.498,80.454,0.102,0.102,0.105,0.1,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
P30874:P40227,0.1423260522210778,0.714,P30874,P40227,0.2,0.268,0.54,72.93,20.174,0.31,0.0,0,28.628,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,249792,0.0,0.3083851851851852,0.0,0,65.087,46.347,83.827,0.168,0.168,0.165,0.171,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P30954:Q9Y577,0.0643568426757099,0.636,P30954,Q9Y577,0.21,0.258,0.45,74.32,21.803,0.3,0.0,0,27.685,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,143486,0.0,0.2258878573823733,0.0,0,52.766,42.819,62.714,0.191,0.191,0.179,0.202,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P30518:Q4KMZ1,0.1833050781983287,0.74,P30518,Q4KMZ1,0.26,0.284,0.38,48.14,27.545,0.58,0.125,999,30.46,10.504,0.093,0.142,0.41,0.4,0.289,0.425,"[0.425, 0.417, 0.408, 0.4, 0.4]",47.7088948787062,1.9313304721030045,24.8201126754046,0.075,0.1416666666666666,0.2166666666666666,71232,0.0028891870943858,0.1016773508391036,0.153,41,59.364,65.925,52.803,0.299,0.299,0.284,0.314,0.014,0,-1,non-interacting pairs,not found in same PDB complex,False
P30988:Q9Y570,0.1880809516362879,0.74,P30988,Q9Y570,0.22,0.266,0.45,68.68,22.029,0.37,0.0,0,28.185,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,167206,0.0,0.2260762574364521,0.0,0,60.972,74.33,47.614,0.184,0.184,0.192,0.177,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P30518:Q7Z6M2,0.1801736640705102,0.74,P30518,Q7Z6M2,0.47,0.496,0.6,66.33,19.707,0.59,0.134,11731,23.667,10.391,0.104,0.108,0.567,0.553,2.849,0.592,"[0.592, 0.567, 0.558, 0.558, 0.558]",51.75202156334232,34.95495495495496,43.35348825914864,0.0499999999999999,0.1083333333333333,0.2,221657,0.0284864379204001,0.2584993632474844,0.268,105,63.686,70.003,57.368,0.438,0.438,0.43,0.446,0.024,0,-1,non-interacting pairs,not found in same PDB complex,False
P30876:Q9UI14,0.1167768611527115,0.686,P30876,Q9UI14,0.38,0.466,0.81,84.67,13.539,0.49,0.19,5284,28.737,9.717,0.138,0.2,0.61,0.605,1.216,0.617,"[0.617, 0.608, 0.608, 0.608, 0.608]",75.97955706984668,3.783783783783784,39.881670426815234,0.1083333333333333,0.2,0.3166666666666667,1136587,0.0121644642939361,0.6154088974871689,0.359,47,81.743,93.109,70.378,0.651,0.651,0.575,0.727,0.171,0,-1,non-interacting pairs,not found in same PDB complex,False
P30876:Q8NGC1,0.0877224109490848,0.667,P30876,Q8NGC1,0.23,0.33,0.73,81.59,17.099,0.35,0.0,0,31.148,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,1149548,0.0,0.4982089928710765,0.0,0,69.7,92.821,46.579,0.185,0.185,0.184,0.186,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
P31040:Q9P0K1,0.1263161097165398,0.706,P31040,Q9P0K1,0.24,0.288,0.48,71.31,24.229,0.38,0.0,0,29.849,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,486404,0.0,0.1973321432918171,0.0,0,65.113,53.73,76.495,0.139,0.139,0.137,0.14,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P31153:Q4ADV7,0.1120481864167289,0.686,P31153,Q4ADV7,0.2,0.272,0.56,68.86,23.493,0.36,0.0,0,30.436,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,674878,0.0,0.2041914312443345,0.0,0,78.75,87.442,70.059,0.112,0.112,0.114,0.111,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P53990:Q9UQ10,0.3316381651512259,0.834,P53990,Q9UQ10,0.23,0.294,0.55,74.75,21.007,0.42,0.0,0,28.054,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,145271,0.0,0.298172839303454,0.0,0,85.112,81.424,88.8,0.144,0.144,0.144,0.144,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
P53999:Q7Z6J6,0.1047958485582486,0.686,P53999,Q7Z6J6,0.15,0.226,0.53,70.22,23.076,0.41,0.0,0,30.567,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,121331,0.0,0.2497504163158772,0.0,0,81.672,80.76,82.583,0.144,0.144,0.154,0.134,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
P54105:Q9BQ89,0.1845694579168664,0.74,P54105,Q9BQ89,0.21,0.232,0.32,55.13,26.919,0.54,0.048,70,29.2,11.429,0.035,0.05,0.13,0.115,0.05,0.15,"[0.15, 0.133, 0.125, 0.125, 0.117]",7.59493670886076,2.372881355932204,4.983909032396482,0.025,0.0499999999999999,0.075,22859,0.0005006078809983,0.0807670020916954,0.06,14,56.023,67.362,44.683,0.197,0.197,0.2,0.194,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P53999:Q8IZP6,0.0,0.0,P53999,Q8IZP6,0.06,0.096,0.24,68.22,27.243,0.38,0.0,0,31.49,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,20930,0.0,0.1038189294695958,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0,-1,non-interacting pairs,not found in same PDB complex,False
P54619:Q9BWJ5,0.2904780004977514,0.802,P54619,Q9BWJ5,0.11,0.22,0.66,75.99,15.544,0.27,0.0,0,28.556,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,88344,0.0,0.5080482376688578,0.0,0,81.918,88.672,75.164,0.135,0.135,0.131,0.138,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P54727:P62993,0.2668100224030529,0.802,P54727,P62993,0.14,0.162,0.25,68.51,27.809,0.32,0.0,0,30.551,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,32459,0.0,0.0828297726831957,0.0,0,82.902,80.892,84.911,0.122,0.122,0.112,0.132,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P54619:Q8IYK2,0.1617165909131535,0.73,P54619,Q8IYK2,0.44,0.436,0.42,72.06,22.699,0.49,0.104,1316,29.501,10.749,0.073,0.083,0.435,0.383,0.398,0.467,"[0.467, 0.442, 0.433, 0.433, 0.4]",38.06646525679759,2.404809619238477,20.23563743801803,0.0416666666666666,0.0833333333333333,0.1416666666666666,158604,0.003983798412535,0.2302278995500072,0.205,91,70.326,81.884,58.768,0.47,0.47,0.476,0.463,0.034,0,-1,non-interacting pairs,not found in same PDB complex,False
P53999:Q9HAK2,0.0728191601602006,0.667,P53999,Q9HAK2,0.21,0.242,0.37,67.84,26.686,0.44,0.0,0,29.653,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,60433,0.0,0.1226309039699353,0.0,0,81.215,77.177,85.254,0.175,0.175,0.193,0.158,0.012,0,-1,non-interacting pairs,not found in same PDB complex,False
P54577:Q5VVY1,0.3430215411465021,0.834,P54577,Q5VVY1,0.2,0.25,0.45,77.4,22.269,0.26,0.0,0,29.578,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,177378,0.0,0.2696857786204181,0.0,0,58.34,63.359,53.32,0.157,0.157,0.158,0.157,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
