,ppi,co-expression,BP,CC,MF,SM,PrP,"max(SM,PrP)",PR,OR,PP,GO,EP,Total,label
5211,O60930:Q8WZ64,0.0970108162558252,0.0912698412698412,0.2,0.3560606060606061,0.0,3.51,3.51,0.0,0.0,2.013,0.0,2.7714,19.581686982,0
5212,Q16637:Q16799,-0.0437565306834305,0.1502331002331002,0.3125541125541125,1.0,0.19,7.37,7.37,0.0,0.0,2.416,0.0,0.4364,7.770503488,0
5213,Q15906:Q96F81,0.4395665480491814,0.1306096681096681,0.5,0.7333333333333334,0.54,3.84,3.84,0.5125,0.0,2.416,0.0,2.7714,13.1771423232,0
5214,P62826:Q9Y2V3,0.069946342012177,0.177612863327149,0.6,0.1592592592592592,0.41,0.0,0.41,0.0,0.0,1.1933,0.0,0.6688,0.3272124064,0
5216,Q13501:Q8NBN3,0.5519620556955807,0.5539772727272727,0.3326839826839827,0.1111111111111111,0.28,0.0,0.28,0.9127,0.0,2.013,0.0,2.1077,1.0842730223556,0
5217,Q96J94:Q9Y2W6,0.7023945724201127,0.3675324675324675,0.6666666666666666,0.8928571428571429,2.31,0.0,2.31,0.0,0.0,2.416,0.0,1.1757,6.561534672,1
5218,Q4VC12:Q8IWZ5,-0.0119112194358841,0.0,0.0,0.9882816661340152,0.71,0.0,0.71,0.0,0.0,2.416,0.0,1.5818,2.713356448,0
5219,Q96SW2:Q9UKS7,0.0254028712775231,0.1,1.0,0.7290123456790123,80.27,0.0,80.27,0.0,0.0,2.416,0.0,2.7714,537.464031648,1
5220,Q96A65:Q9H1Z4,0.4912813279647314,0.125,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,2.013,0.0,3.9008,7.8523104,0
5221,P27348:Q9UQB8,0.2024828971269999,0.1452380952380952,0.541693722943723,0.9739795918367348,3.02,107.153,107.153,0.9127,3.1392,2.013,0.4,1.5818,391.026966046218,1
5226,P28066:Q5MCW4,0.225677875423213,0.0526315789473684,1.0,0.6444444444444445,2.08,0.0,2.08,0.0,0.6153,0.993,0.4,2.1077,1.07144105979456,0
5227,O14531:Q9UJV3,-0.2899460102688717,0.0836484117734117,0.2333333333333333,0.9852627257799672,0.0,3.51,3.51,0.0,0.0,2.416,0.0,1.1757,9.970124112,0
5228,Q7Z402:Q9NVP2,0.2425215900305923,0.1205555555555555,0.2857142857142857,0.1390306122448979,0.19,5.22,5.22,0.0,0.0,0.0,0.0,1.1757,6.137154,0
5229,Q8TCC3:Q9Y6G3,0.7822718496059858,1.0,0.5049715909090908,0.5833333333333334,0.22,0.0,0.22,0.0,0.0,2.013,0.0,45.2798,20.052612228,1
5231,O60888:Q8NHP1,-0.2231462720870808,0.0,0.4444444444444445,0.125,0.15,0.0,0.15,0.0,0.0,0.0,0.0,1.5818,0.23727,0
5232,P05161:Q8IWX5,0.3330137275388296,0.1134004884004884,0.2619047619047618,0.1138888888888888,0.15,0.0,0.15,0.0,0.6153,2.013,0.0,1.5818,0.293882361003,0
5233,Q16348:Q93038,0.1352922796235587,0.119662480376766,0.8,0.1964285714285714,0.41,0.0,0.41,0.0,0.0,2.416,0.0,1.1757,1.164601392,0
5235,P23396:Q9Y4B4,0.6240101700818488,0.195,1.0,0.699295634920635,0.0,0.0,0.0,0.0,0.6153,2.013,0.0,2.7714,3.43265299146,0
5236,O75899:Q9H902,0.1366299784782296,0.1074074074074074,0.3553571428571428,0.8222222222222224,0.62,0.0,0.62,0.0,0.0,2.416,0.0,2.7714,4.151335488,0
5237,P63279:Q99684,0.1336360237405104,0.3984463793287323,0.4416666666666667,0.7265542328042329,2.34,7.37036,7.37036,0.5125,0.6153,1.5978,5.86,1.5818,34.4223954900149,1
5239,P36941:Q12933,0.1113831688976817,0.2266035551749837,0.3142399267399267,0.9568615824362952,0.41,20.9024,20.9024,3.8142,13.3811,2.416,10.8,2.7714,77145.6300988805,1
5240,P19883:Q8TB69,-0.1240197200172889,0.75,1.0,0.1703703703703703,18.4,0.0,18.4,0.0,0.0,1.5978,0.89,0.8888,23.25596110464,0
5242,P42785:Q5T2W1,-0.0272867612846773,0.1231737012987013,0.4345238095238095,0.8782608695652173,0.22,0.0,0.22,0.0,0.0,2.013,0.0,1.1757,0.520670502,0
5243,Q13077:Q8TER0,0.2212579511225544,0.1666666666666666,0.4166666666666666,0.3333333333333333,0.94,8.9,8.9,0.0,0.0,2.416,0.0,1.5818,34.01249632,0
5244,Q92783:Q96HA7,0.2621711211129656,0.1073015873015873,0.3549019607843137,0.7500000000000001,2.72,22.0744,22.0744,0.0,0.0,2.416,5.86,1.5818,494.350553906739,0
5245,P06899:Q7L0X0,-0.1916937579422039,0.2315961472308221,0.4333333333333333,0.7777777777777777,0.68,0.0,0.68,0.0,0.0,2.013,0.0,0.8888,1.216624992,0
5246,Q5T4W7:Q96FC7,-0.1019839653719458,0.0,0.5,1.0,0.41,0.0,0.41,0.0,0.0,2.416,0.0,1.1757,1.164601392,0
5247,P01889:Q9Y3D9,-0.1175698568849147,0.125,0.2965277777777778,0.6785714285714286,0.15,5.24327,5.24327,0.9127,0.0,0.9594,0.0,1.1757,5.39792076021488,0
5248,P40337:Q9UNS2,0.3957971234914444,0.1923149127918864,0.557142857142857,1.0,0.68,0.0,0.68,1.7951,0.0,2.013,0.0,2.7714,6.8098970612376,1
5249,A0AVT1:O15205,0.0,0.2853575119506492,0.51875,0.9333333333333332,60.92,4.96,60.92,21.3884,0.6153,1.5978,5.86,1.1757,8825.5475334304,1
5250,P01764:Q495B1,0.251261470950143,0.1666666666666666,0.0,0.5,0.19,0.0,0.19,0.0,0.0,1.5978,0.0,0.0,0.303582,0
5252,Q8NC69:Q96T68,0.166283668318408,0.1260783334312746,0.56,0.5268070313524859,0.54,0.0,0.54,0.5125,0.0,2.416,0.0,3.9008,2.6081841024,0
5253,P10747:Q9UP79,-0.0042632815435288,0.1472222222222222,0.3611111111111111,0.2212301587301587,0.15,0.0,0.15,0.0,0.0,2.416,0.0,1.1757,0.42607368,0
5255,P39748:Q96LR2,-0.0751225712138602,0.1180555555555555,0.4666666666666666,1.0,0.22,0.0,0.22,0.0,0.0,1.1933,0.0,1.1757,0.3086518182,0
5256,P08559:P11177,0.5805095051317134,0.7769886363636364,0.4346153846153846,0.7186507936507937,2091.17,0.0,2091.17,0.9127,318.6126,1.5978,181.01,45.2798,7963607045.18137,1
5258,Q4U2R8:Q96DZ9,-0.012816402957295,0.1402116402116402,0.6666666666666666,0.9961240310077518,0.56,0.0,0.56,0.0,0.0,2.013,0.0,2.7714,3.124143792,0
5259,P25787:Q14019,0.2359634676005519,0.1999999999999999,0.3646825396825397,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,1.5978,0.0,3.9008,6.23269824,0
5260,Q8N2W9:Q8NBI6,0.2628539958807749,0.1428571428571428,0.25,0.1874236874236874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7714,2.7714,0
5261,P35462:Q9Y2W6,0.1451024252973929,0.1268759018759018,0.1361111111111111,0.8928571428571429,0.41,0.0,0.41,0.0,0.0,2.416,0.0,1.5818,1.566867808,0
5265,Q04446:Q8NH61,-0.0585008301934353,0.1458333333333333,0.3333333333333333,0.1666666666666666,0.22,0.0,0.22,0.0,0.0,0.993,0.0,0.8888,0.194167248,0
5266,P83110:P98170,0.284340067364869,0.1415228533649586,0.4647058823529412,0.8661976911976912,2.89,6.7087,6.7087,2.3254,0.6153,2.416,0.31,0.7126,5.12303586802486,1
5269,Q9HA38:Q9Y5J6,0.3341909542809859,0.2638888888888889,0.1888888888888888,0.911111111111111,0.54,0.0,0.54,0.0,0.0,2.013,0.0,2.7714,3.012567228,0
5270,P08559:Q15118,0.1828864132476193,0.2174938157081014,0.66875,0.6334325396825397,0.17,0.0,0.17,0.0,0.6153,2.013,181.01,5.6875,216.772202073302,1
5272,P05198:P20042,0.920315205971228,0.425,0.7992063492063491,0.8447154471544716,1.22,0.0,1.22,0.0,30.1977,2.013,24.11,45.2798,80961.6186121242,1
5273,Q6NXT6:Q86YD3,0.4010633552108846,0.1507936507936507,0.4419642857142857,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,1.5978,0.0,1.5818,2.52740004,0
5274,O43639:Q6DD88,0.5542121210500973,0.2136904761904762,0.3989795918367347,0.6210317460317459,0.17,23.2116,23.2116,0.0,0.0,2.416,2.07,2.7714,321.715189263629,0
5275,Q969L4:Q99583,0.502970360650171,0.1087301587301587,0.75,0.6074652777777778,0.19,9.75,9.75,0.0,0.0,2.013,0.0,1.1757,23.075169975,0
5278,P0C0S8:P62807,0.6806383710756193,0.0852007469654528,0.3224747474747475,0.6944444444444444,2091.17,0.0,2091.17,1.0145,111.5878,0.0,24.11,18.4426,105263417.060196,1
5280,Q8N697:Q9Y253,0.7111899666673566,0.09008658008658,0.475438596491228,0.5775,0.0,0.0,0.0,0.0,0.0,2.013,0.0,3.9008,7.8523104,0
5282,A6NH52:P50552,-0.176296750386849,0.0983262108262108,0.1622271825396825,0.9558823529411764,0.26,0.0,0.26,1.7092,0.0,2.013,0.0,1.1757,1.0517354805672,0
5283,O60609:Q5T4W7,0.1935621221781861,0.2503472222222222,0.5,0.625,118.38,0.0,118.38,0.0,5.0289,2.416,2.07,2.7714,8251.21347687265,1
5284,P18089:Q86Y39,0.3624887486902446,0.1130952380952381,0.2673992673992674,1.0,2.07,0.0,2.07,0.0,0.0,2.013,0.0,2.7714,11.548174374,0
5287,O94941:Q96FL8,-0.0306428388780127,0.0700778388278388,0.3194444444444444,0.2241815476190476,0.22,0.0,0.22,0.0,0.0,2.013,0.0,1.1757,0.520670502,0
5288,P08514:Q99828,0.0362187787176804,0.1452131832813651,0.4051684088269454,0.8719498910675381,0.19,1.4239,1.4239,0.0,0.0,2.013,2.07,1.1757,6.9757374842793,1
5289,P63279:Q8IUQ4,0.7187089861487344,0.3853410478410478,0.8384615384615384,0.9328231292517004,3.45,0.0,3.45,3.7695,9.2808,1.5978,5.86,9.4687,10700.3663321591,1
5290,O14964:Q9H9H4,0.4745350986113739,0.2508612599521691,0.4098878394332939,1.0,0.23,3.84,3.84,0.0,0.0,2.013,2.07,9.4687,151.50804755328,1
5291,Q12899:Q9P2R7,0.2180069442985611,0.1090100375814661,0.3669191919191919,0.8078703703703705,0.62,0.0,0.62,0.0,0.0,0.993,0.0,1.1757,0.723831462,0
5292,P20742:Q0VGL1,-0.1562186676987667,0.102892561983471,0.1499433106575963,0.4366013071895424,0.94,0.0,0.94,0.0,0.0,2.013,0.0,0.0,1.89222,0
5293,P10747:P33681,0.2280780164343431,0.2164418914418914,0.8944444444444444,0.8357142857142856,0.38,0.0,0.38,0.9127,3.1392,2.416,181.01,2.7714,1319.56061241087,1
5294,P61247:Q96IL0,0.1154569565217537,0.1168154761904761,0.4107142857142857,1.0,0.54,0.0,0.54,0.0,0.6153,2.013,0.0,5.6875,3.804046871625,0
5295,O75365:P62837,0.2012847966023486,0.0931485181485181,0.4636363636363636,0.8641381766381769,0.41,0.0,0.41,4.2492,0.0,1.1933,0.0,2.7714,5.76155726523864,0
5300,Q8WUQ7:Q9H2H8,0.7937448748032601,0.3879142300194931,0.761904761904762,0.712962962962963,0.19,4.96,4.96,0.0,0.6153,1.5978,0.0,2.7714,13.514196239833,0
5302,O75792:Q96LU7,0.2422370472196641,0.0919117647058823,0.225,0.25,0.28,0.0,0.28,0.0,0.0,2.013,0.0,0.4364,0.245972496,0
5303,O43513:Q9HBV2,0.5778756436132757,0.1428571428571428,0.1547619047619047,1.0,0.24,0.0,0.24,0.0,0.0,1.1933,0.0,1.5818,0.4530148656,0
5305,A1L188:Q9NXR7,0.0314784394485323,0.0922163044567888,0.2225806451612903,0.875,0.0,0.0,0.0,1.0145,0.0,0.993,0.0,2.7714,2.7919042029,0
5306,P01584:P02647,-0.0066547275858149,0.1534486570776893,0.5807738095238096,0.777088948787062,0.19,0.0,0.19,0.0,0.0,2.416,69.61,1.1757,37.56805256208,0
5307,P63000:Q9NQV6,0.4192702817895463,0.1799450549450549,0.505,0.3733333333333333,10.86,5.22,10.86,0.0,0.6153,1.5978,0.0,2.1077,22.5033903008435,0
5308,P46781:P63220,0.9079434630485974,0.7777777777777778,0.7340136054421768,0.7272727272727273,52.16,0.0,52.16,0.0,0.0,1.5978,24.11,45.2798,90983.3052431005,1
5309,P23945:P50222,-0.0393637217507355,0.1556684981684981,0.3466666666666666,0.9590657822001106,0.22,0.0,0.22,0.0,0.0,2.416,0.0,1.5818,0.840758336,0
5310,O60783:Q13563,0.5051088094474443,0.0980717100359957,0.2490121580547112,0.717157337611883,0.56,0.0,0.56,0.0,0.0,2.013,0.0,2.7714,3.124143792,0
5311,O94906:P83876,0.3237242621127804,0.5031746031746032,0.5533730158730158,1.0,0.31,6.7087,6.7087,0.0,606.3917,1.5978,69.61,3.9008,1764978.2352643,1
5312,O60936:P31431,0.2606592531547201,0.1286718332172877,0.4714285714285715,0.9138888888888888,0.24,0.0,0.24,0.0,0.0,2.416,0.0,1.5818,0.917190912,0
5313,P0CG32:Q9NZE8,0.2205260832137741,0.0,0.2010281385281385,0.1714285714285714,0.0,0.0,0.0,0.0,0.0,1.5978,0.0,1.5818,2.52740004,0
5314,O14908:Q9NPI8,-0.0712766999280631,0.1333333333333333,0.475,1.0,0.0,3.51,3.51,0.9127,0.0,1.1933,0.0,1.1757,4.49449938997137,0
5315,Q15118:Q8NA31,0.0323286703591441,0.1566137566137566,0.1305555555555555,1.0,2.13,0.0,2.13,0.0,0.0,2.013,0.0,0.8888,3.810898872,0
5318,Q9NZK5:Q9UJV3,-0.0926714298256531,0.1278829966329966,0.2333333333333333,0.97690065681445,0.15,0.0,0.15,0.0,0.0,1.5978,0.0,1.1757,0.281780019,0
5319,P30988:Q9Y570,0.1472346364022261,0.1269841269841269,0.3333333333333333,0.4077838827838828,0.15,0.0,0.15,0.0,0.0,2.013,0.0,1.1757,0.355002615,0
5320,O75352:O75821,-0.0628223675013337,0.2785714285714286,0.3833333333333333,0.8080808080808081,0.24,0.0,0.24,0.0,0.0,2.013,0.0,5.6875,2.747745,0
5322,O60260:Q9Y6M9,0.7344345736158765,0.1592382154882154,0.2428571428571428,0.890625,0.8,0.0,0.8,0.9127,0.0,2.013,0.0,2.1077,3.097922921016,0
5324,Q6GPH4:Q9Y3D2,0.1742458304787394,0.1349206349206349,0.6000000000000001,0.6904761904761904,0.36,0.0,0.36,0.0,0.0,0.0,0.0,1.5818,0.569448,0
5325,Q13155:Q9NQ84,-0.1160286100090489,0.25,0.3148148148148147,0.1833333333333333,0.94,0.0,0.94,0.0,0.0,2.416,0.0,1.5818,3.592331072,0
5326,P24588:Q8N6N7,0.7558274616760978,0.1,0.0,0.7222222222222222,0.0,0.0,0.0,0.0,0.0,1.1933,0.0,1.5818,1.88756194,0
5327,P01286:Q96PE7,-0.1232333236633248,0.0944444444444444,0.2,0.2708333333333333,0.0,0.0,0.0,0.0,0.0,1.5978,0.0,0.7126,1.13859228,0
5330,P15923:Q6IQ55,0.355762145921659,0.1285182138123314,0.4568627450980391,0.3155575905575906,0.24,7.37,7.37,0.5125,0.6153,2.416,0.0,2.7714,15.5612476819523,0
5331,Q16552:Q9H239,0.0018701126282981,0.1833333333333333,0.5208333333333333,0.5102040816326531,0.41,0.0,0.41,0.0,0.0,2.416,0.0,5.6875,5.63381,0
5333,Q8IXL7:Q9NZ45,0.0911699456191548,0.1306818181818181,0.8518518518518517,0.3489795918367347,0.22,0.0,0.22,0.0,0.0,1.1933,0.0,1.5818,0.4152636268,0
5339,Q13326:Q92731,-0.0904470294077352,0.0941161616161616,0.3796296296296296,0.642141131815045,0.0,0.0,0.0,1.7092,0.0,2.416,0.0,1.5818,6.53192794496,0
5340,O94955:Q92558,0.1986135202308328,0.1006944036355801,0.3316666666666666,0.9027777777777776,0.8,0.0,0.8,0.9127,0.0,2.416,0.0,2.7714,4.888934064384,0
5341,O00178:O95999,0.4658960835966149,0.1846067953210809,0.7554945054945056,0.8514084507042253,0.19,3.84,3.84,0.0,0.0,1.5978,0.0,3.9008,23.9335612416,0
5343,P32004:P46779,-0.2324851943184785,0.1777777777777777,0.3886446886446885,0.7692307692307693,0.22,2.59,2.59,0.0,0.0,2.013,0.0,1.5818,8.246983206,0
5345,P07814:Q96CM3,0.4495098091149737,0.1418650793650793,0.29,0.4835497835497837,0.54,0.0,0.54,0.0,0.6153,2.013,0.0,5.6875,3.804046871625,0
5346,Q13404:Q6UXP7,0.3717974028920772,0.25,0.5,1.0,0.15,0.0,0.15,0.0,0.0,2.013,0.0,0.4364,0.13177098,0
5347,P09001:Q96R45,0.1791414642395666,0.1125,0.2916666666666666,0.1944444444444444,0.0,0.0,0.0,0.0,0.0,1.5978,0.0,0.8888,1.42012464,0
5350,O00522:Q96I45,0.0441948396012226,0.0,0.5833333333333334,1.0,0.54,0.0,0.54,0.0,0.0,2.013,0.0,1.1757,1.278009414,0
5352,P62244:Q9NTJ4,0.5322584302796657,0.1833333333333333,0.9166666666666666,0.2749999999999999,0.94,0.0,0.94,0.0,0.0,0.993,0.0,2.7714,2.586880188,0
5354,Q9H0W8:Q9HAF1,0.6539236670965081,0.2026830808080808,0.2506198347107437,0.8153846153846154,0.15,0.0,0.15,0.0,0.0,1.5978,0.0,2.1077,0.505152459,0
5361,P62244:Q96EH3,0.5101787120490722,0.1800189393939394,0.3142857142857143,0.8911111111111111,1.05,0.0,1.05,0.0,0.0,1.1933,0.0,9.4687,11.8639496955,0
5362,P00167:P62877,-0.269846839046746,0.0741592236389278,0.6313668992012942,0.6543730158730158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4687,9.4687,0
5364,P39019:Q63HQ0,0.4479269659272721,0.123669733044733,0.2669642857142857,0.5333333333333333,0.15,0.0,0.15,0.0,0.0,0.0,0.0,1.1757,0.176355,0
5365,P15884:Q16827,0.0150249522395876,0.1374027592777592,0.2855555555555555,0.4715167548500882,0.54,0.0,0.54,0.0,0.0,2.416,0.0,2.1077,2.749789728,0
5366,P62318:Q96DF8,0.5786563853032896,0.6923076923076924,0.7083333333333334,1.0,0.0,3.86531,3.86531,0.0,0.6153,0.0,5.86,5.6875,79.2666074426363,0
5368,P40937:Q13242,0.8223064969675683,0.1196428571428571,0.9185185185185184,0.8125,0.64,0.0,0.64,1.0145,0.6153,2.013,0.0,18.4426,14.8314926990083,0
5370,Q15370:Q9BZJ3,0.0092093327364961,0.1666666666666666,0.5,0.1547619047619047,0.71,0.0,0.71,0.0,0.0,0.0,0.0,2.7714,1.967694,0
5371,Q96MT8:Q99612,0.4007402076714698,0.0963636363636363,0.4772727272727273,0.512962962962963,0.68,0.0,0.68,0.0,0.0,2.416,0.0,1.1757,1.931534016,0
5373,Q8IY47:Q9BT78,0.5623367076763204,0.1577380952380952,0.4088888888888889,0.1641414141414141,0.36,2.59,2.59,0.0,0.0,2.013,0.0,9.4687,49.366677129,0
5374,Q13951:Q15369,0.298014116661927,0.3815705128205128,0.5699685534591196,0.9732704402515724,1.52,0.0,1.52,0.0,0.0,2.013,0.0,2.7714,8.479818864,1
5375,Q9NPJ6:Q9NVL8,-0.1816436097795182,0.0909090909090909,0.5833333333333334,1.0,18.4,0.0,18.4,0.0,0.0,0.0,0.0,0.6915,12.7236,0
5377,P60983:Q9Y240,0.2323314822726089,0.5,0.1428571428571428,0.4666666666666667,0.15,0.0,0.15,0.0,0.0,1.5978,0.0,0.7126,0.170788842,0
5379,Q13627:Q52LA3,0.6324673020190046,1.0,0.9285714285714284,1.0,0.28,3.51,3.51,0.0,0.0,2.013,0.0,2.7714,19.581686982,1
5380,A9YTQ3:P11926,0.7827506231217582,0.1612433862433862,0.6428571428571429,0.7265625,0.15,0.0,0.15,0.0,0.0,0.0,0.0,1.1757,0.176355,0
5381,Q12933:Q9NVH0,0.440464397140953,0.1654761904761904,0.2717948717948718,0.3430284992784992,0.15,0.0,0.15,0.0,0.0,2.013,0.0,1.1757,0.355002615,0
5382,P16949:Q9BYS1,0.030443544821189,0.0,0.5714285714285714,1.0,0.0,0.0,0.0,0.0,0.0,1.5978,0.0,1.1757,1.87853346,0
5383,Q96LC9:Q9NP94,-0.052716507572592,0.0868945868945868,0.7142857142857143,0.9212018140589568,0.0,0.0,0.0,0.0,0.0,2.013,0.0,1.1757,2.3666841,0
5385,Q9BY14:Q9UL15,0.8648493341949126,0.1204196844821844,0.3756410256410257,0.9151515151515152,0.15,0.0,0.15,0.0,0.0,2.013,0.0,0.8888,0.26837316,0
5386,P61758:Q8TB68,0.4799832677558102,0.1288461538461538,0.4217948717948718,0.625,0.24,0.0,0.24,0.0,0.0,1.5978,0.0,0.5954,0.2283192288,0
5387,Q8WUQ7:Q9NZ63,0.6972363902311809,0.540625,0.6047619047619047,0.7222222222222222,0.19,0.0,0.19,0.0,0.0,2.416,0.0,2.7714,1.272183456,1
5388,Q9HB90:Q9P278,0.5820747088656829,0.2239708703994418,0.6309523809523809,0.9272727272727272,10.86,5.22,10.86,0.0,0.0,2.013,0.0,5.6875,124.33546125,1
5390,Q13585:Q9NPJ6,0.0599086588097764,0.0955988455988456,0.5871794871794873,0.9388690476190475,0.15,0.0,0.15,0.0,0.0,2.416,0.0,2.1077,0.76383048,0
5391,O95229:Q9H081,0.4417867870960955,0.3348214285714286,0.6574074074074074,1.0,0.73,0.0,0.73,0.9127,0.0,2.013,24.11,3.9008,126.137895197719,1
5392,Q8IXM3:Q96A35,-0.1631798529564048,1.0,0.5882867132867132,0.5833333333333334,39.6,0.0,39.6,0.9127,3.1392,2.013,0.0,9.4687,2162.60077313808,1
5393,P0C0L5:P23396,-0.1197551720675439,0.1041822777116894,0.3558661145617667,0.6262049941927991,1.52,3.84,3.84,0.0,0.0,1.1933,0.0,0.4364,1.9997035008,0
5395,Q96CS2:Q9H9V9,0.5852630481623582,0.1068376068376068,0.55,0.4108843537414966,0.19,0.0,0.19,0.0,0.0,2.013,0.0,1.5818,0.604991046,0
5397,P48163:Q8NHY3,0.0958147585367942,0.0940205627705627,0.4444444444444444,0.9306666666666668,0.15,0.0,0.15,0.0,0.0,2.416,0.0,2.1077,0.76383048,0
5398,P62837:P62979,0.6003680786335068,0.2986111111111111,0.8273681515617,0.7761111111111111,0.0,0.0,0.0,2.3254,3.1392,1.5978,0.0,18.4426,215.110305785399,1
5399,P15880:P62244,0.9247997539793316,0.6027777777777777,0.739021164021164,0.6911764705882353,292.74,0.0,292.74,2.3254,0.6153,1.5978,24.11,38.174,615962.039198528,1
5401,O60678:Q9UM82,0.1677288478923536,0.1136463844797178,0.8571428571428571,0.9114583333333331,1.52,0.0,1.52,0.0,0.0,2.013,0.0,2.1077,6.449056152,0
5404,P51991:Q96MU8,0.2241863697859268,0.0769065696181279,0.3888888888888888,0.8666666666666667,3.17,0.0,3.17,0.0,0.0,2.416,0.0,1.1757,9.004357104,0
5405,O75129:P06733,-0.0468989434383915,0.0929071415913521,0.4583333333333333,0.1669563601381783,0.41,0.0,0.41,0.0,0.0,2.416,0.0,1.1757,1.164601392,0
5406,P10826:P19793,0.1242838952781432,0.384263653013653,0.7292857142857145,0.7294763840495547,118.38,9.966,118.38,3.124,5.2693,2.416,181.01,2.7714,2361788.46407745,1
5408,A4D2B0:Q5T8P6,0.525323325063062,0.0,1.0,0.4916666666666667,0.41,0.0,0.41,0.0,0.0,1.5978,0.0,1.1757,0.7701987186,0
5411,O75506:Q8TE58,0.1050133496937868,0.1392857142857143,0.3958333333333333,0.2404761904761904,0.0,0.0,0.0,0.0,0.0,1.5978,0.0,1.1757,1.87853346,0
5413,O00461:Q99547,0.3030197423271226,0.0,0.2798941798941798,0.0,0.24,0.0,0.24,0.0,0.0,2.416,0.0,3.9008,2.261839872,0
5415,O95295:Q96EV8,0.5016903858700834,0.1786472074933613,0.263843537414966,1.0,18.4,0.0,18.4,0.9127,0.6153,2.013,2.07,5.6875,244.888459157107,1
5416,P62805:Q99728,0.1071151159202739,0.1363606393606393,0.7177990708478514,0.8425287356321839,27.7,0.0,27.7,1.2535,0.6153,0.9878,0.0,0.4364,9.20968521133519,1
5418,P04908:Q9BUT9,0.489080177890199,0.0,0.4555555555555555,1.0,0.15,0.0,0.15,0.0,0.0,2.013,0.0,1.5818,0.47762451,0
5419,O95819:Q9H0R8,0.0178458225868294,0.1372222222222222,0.3051282051282051,0.9638694638694636,0.41,4.98492,4.98492,3.7695,0.0,1.1933,0.0,2.7714,62.142796606596,0
5420,P09471:P20839,-0.3004854922455519,0.0714285714285714,0.4757936507936509,0.648168498168498,0.63,2.59,2.59,0.0,0.6153,2.013,0.0,2.7714,8.8905712478814,0
5422,P49190:P62068,0.1476380256530226,0.121875,0.2777777777777777,0.6886363636363636,0.15,0.0,0.15,0.0,0.0,2.013,0.0,1.1757,0.355002615,0
5423,O60810:P01563,0.0,0.1408459595959596,0.4722222222222222,0.1388888888888888,0.26,0.0,0.26,0.0,0.0,0.0,0.0,2.1077,0.548002,0
5424,P49721:Q8WXS3,-0.21945383564038,0.0,0.575,1.0,0.0,0.0,0.0,0.0,0.0,0.993,0.0,1.1757,1.1674701,0
5425,Q14974:Q9P2S6,0.423841643476579,0.0,0.0,0.5,2.32,2.59,2.59,0.0,0.0,1.5978,0.0,1.1757,4.8654016614,0
5426,P55916:Q9BSA9,-0.0959236668277117,0.3692574786324786,0.1911111111111111,0.3494949494949495,0.94,0.0,0.94,0.0,0.0,2.416,0.0,2.1077,4.786671008,0
5427,Q5TGJ6:Q8IYW5,0.6130475704522178,0.2396329644695658,0.2663082437275985,0.0,0.41,0.0,0.41,0.0,0.0,1.5978,0.0,0.8888,0.5822511024,0
5428,P39748:Q86YV9,0.5385759248336768,0.1339315776815776,0.281060606060606,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,1.1933,0.0,2.7714,3.30711162,0
5429,Q86UU1:Q9NZ42,0.1728606522023561,0.0971445221445221,0.6270408163265306,0.8991596638655461,0.41,0.0,0.41,0.0,0.0,2.013,0.0,1.1757,0.970340481,0
5431,A1L168:Q96SW2,0.4540811571170453,0.0,0.0,0.9529411764705882,0.0,0.0,0.0,0.0,0.0,1.5978,0.0,0.7962,1.27216836,0
5432,Q6ZUS5:Q96R72,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,2.013,0.0,0.0,2.013,0
5433,P31947:P55895,-0.0544356017456742,0.1322290454643395,0.35,0.2309523809523809,0.24,72.805,72.805,0.0,0.0,2.013,24.11,1.1757,4154.30816956105,0
5434,Q96A72:Q9Y6H6,0.0921002236331074,0.0780524622436387,0.3111111111111111,0.4076617826617827,0.17,0.0,0.17,0.0,0.0,0.993,0.0,1.1757,0.198469917,0
5435,Q8IW52:Q9NZ42,-0.1767764770669199,0.0971445221445221,0.6270408163265306,0.8991596638655461,0.57,0.0,0.57,0.0,0.0,1.5978,0.0,0.8888,0.8094710448,0
5436,Q15814:Q96RI1,0.013652697654061,0.1208661883190184,0.4075757575757576,0.4926943426943427,0.63,0.0,0.63,0.0,0.0,2.013,0.0,0.6915,0.876953385,0
5438,Q9BZJ0:Q9HCS7,0.8480415120312097,0.497108843537415,0.7506802721088437,1.0,7.68,2.60197,7.68,0.0,400.8352,2.013,5.86,5.6875,206533.199725332,1
5440,Q9BPX1:Q9HCH3,0.097029408900408,0.1102971102971103,0.2833333333333333,0.225,0.62,3.84,3.84,0.0,0.0,1.5978,0.0,2.7714,17.0040688128,0
5441,P13805:Q9C0K3,-0.1133934821429213,0.0,0.1666666666666666,0.2291666666666666,0.29,0.0,0.29,0.0,0.0,1.1933,0.0,0.8888,0.3075754616,0
5442,O95415:Q9UQ84,-0.0568280575111811,0.0,0.4688888888888889,0.6246413717001954,0.45,0.0,0.45,1.7951,0.0,2.013,0.0,0.7126,1.158752685321,0
